ts_code,name,一二级行业,细分行业,地区,上市日期,流通市值,3日成交额,总金额,AB股总市值,交易代码,涨幅%,净益率%,活跃度,股息率%,现价,涨跌,买价,卖价,总量,现量,涨速%,换手%,今开,最高,最低,昨收,60日涨幅%,市盈(动),量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,委比%,量涨速%,短换手%,2分钟金额,主力净额,主力净比%,昨成交额,开盘金额,开盘抢筹%,开盘昨比%,开盘换手Z,竞价涨停买,竞价量比,封成比,封单额,流通股(亿),强弱度%,连涨天,昨涨幅%,3日涨幅%,20日涨幅%,年初至今%,年涨停天,流通股本Z,换手Z,流通市值Z,市值增减,市盈(TTM),市盈(静),近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,回头波%,攻击波%,财务更新,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),货币资金(亿),存货(亿),应收账款(亿),合同负债(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,自选日,自选价,自选收益%
562520,中证1000成长ETF,,1000成长创新,华夏基金,20220322,--  ,1717.3,451.05,          0.49亿,562520,-2.3,--  ,121,0,0.978,-0.023,0.977,0.978,45358,60,0.1,8.97,0.999,1.009,0.977,1.001,27.18,--  ,0.91,3.2,0.994,26617,18741,1.42,48,382,--  ,-4.46,0.29,0.06,1.85,0,0,493.35,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.84,-4,-3.29,-5.79,2.52,5.5,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,-- -- ,12,2,11,-0.2,0.8,-2.4,-0.7,-3.07,0.1,20241113,0.51,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.03,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
511260,十年国债ETF,,10年国债,国泰基金,20170824,--  ,132196.15,43056.12,          0.00亿,511260,0.05,--  ,1115,0,131.625,0.063,131.616,131.631,32713,4,0,19.64,131.585,131.67,131.53,131.562,1.15,--  ,1.19,0.11,131.618,6836,25877,0.26,36,1,--  ,82.35,0.41,0.17,210.6,0,0,35585.66,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.5,1,-0.02,0.02,0.48,5.72,0,--  ,--  ,--  ,        -21.91亿,--  ,--  ,多头排列,8,8,8,0.02,0.08,-0.02,0.04,-0.03,0.07,20241113,0.17,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,1,0,0,0.000㈣,131.51,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
510990,180ESGETF,,180 ESG,工银瑞信基金,20210701,--  ,3944.66,1230.52,          0.51亿,510990,-1.31,--  ,102,0,0.902,-0.012,0.899,0.902,134971,100,0.11,23.7,0.914,0.916,0.901,0.914,15.64,--  ,1.39,1.64,0.912,79365,55606,1.43,5500,3000,--  ,0.04,0.03,0.02,0.9,0,0,1330.95,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.14,-2,-1.4,-2.06,0.22,18.68,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,-- -- ,12,6,8,0,0.22,-1.42,-0.22,-1.53,0.11,20241113,0.57,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.97,0,0,0.000㈣,0.93,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
510030,价值ETF,,180价值,华宝兴业基金,20100528,--  ,1698.08,515.72,          1.79亿,510030,-0.51,--  ,224,0,0.981,-0.005,0.979,0.985,52265,50,0.1,2.86,0.988,0.993,0.979,0.986,13.67,--  ,0.89,1.42,0.987,21517,30748,0.7,3,2388,--  ,-1.16,0.29,0.02,0.73,0,0,509.93,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.95,-2,-0.3,-0.1,-2.19,28.4,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,平台整理,10,12,8,0.2,0.71,-0.71,0.1,-1.21,0.2,20241114,1.83,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.99,0,0,0.000㈣,0.99,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
510230,金融ETF,,180金融,国泰基金,20110523,--  ,17227.28,5753.86,         43.36亿,510230,-1.61,--  ,1051,0,1.28,-0.021,1.28,1.281,444463,30,-0.07,1.31,1.296,1.305,1.279,1.301,22.02,--  ,0.87,2,1.295,251980,192483,1.31,60,3492,--  ,-24.61,1.3,0.04,74.03,0,0,8753.26,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.16,-1,0,-1.61,-2.22,35.59,0,--  ,--  ,--  ,         -0.71亿,--  ,--  ,-- -- ,10,10,12,-0.38,0.31,-1.69,-0.46,-1.92,0.08,20241114,33.88,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,1.3,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
560180,ESG300ETF,,300 ESG,南方基金,20230421,--  ,3177.01,458.48,          0.59亿,560180,-1.65,--  ,36,0,1.014,-0.017,1.013,1.016,44710,6000,-0.77,7.69,1.033,1.033,1.013,1.031,19.58,--  ,0.36,1.94,1.025,29852,14858,2.01,5004,5000,--  ,-15.78,7.36,1.04,0,0,0,1356.22,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.2,-2,-1.72,-2.6,1,18.04,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,-- -- ,12,6,12,0.19,0.19,-1.75,-0.58,-1.84,0.1,20241113,0.58,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.97,0,0,0.000㈣,1.05,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
562310,沪深300成长ETF,,300成长,银华基金,20220909,--  ,6365.16,2038.52,         11.82亿,562310,-2.58,--  ,629,0,0.792,-0.021,0.791,0.793,254518,60,-0.12,1.71,0.804,0.811,0.791,0.813,23.36,--  ,0.42,2.46,0.801,168512,86006,1.96,1793,654,--  ,15.99,1.45,0.05,40.02,0,0,2154.15,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.13,-2,-2.05,-4.23,2.19,10.15,0,--  ,--  ,--  ,         -0.31亿,--  ,--  ,-- -- ,10,12,9,-1.11,-0.25,-2.71,-1.48,-2.34,0.13,20241113,14.93,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.96,0,0,0.000㈣,0.83,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159523,沪深300成长ETF,,300成长创新,华夏基金,20230919,--  ,1160.01,290.6,          0.79亿,159523,-1.46,--  ,171,0,1.012,-0.015,1.011,1.012,28441,354,0.1,3.62,1.029,1.03,1.011,1.027,18.78,--  ,0.51,1.85,1.022,16208,12233,1.32,1147,716,--  ,4.6,0.73,0.06,3.58,0,0,413.68,--  ,-0.09,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.16,-2,-1.91,-2.5,-0.49,13.07,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,-- -- ,1,10,14,0.19,0.29,-1.56,-0.49,-1.75,0.1,20241113,0.79,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.96,0,0,0.000㈣,1.05,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512070,证券保险ETF,,300非银,易方达基金,20140718,--  ,87137.93,40450.79,         89.10亿,512070,-3.53,--  ,2665,0,0.846,-0.031,0.846,0.847,4693775,10367,-0.23,4.46,0.876,0.884,0.846,0.877,48.68,--  ,1.17,4.33,0.862,2479484,2214291,1.12,17998,1274,--  ,6.63,6.96,0.57,2421.76,0,0,23561.62,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.08,-6,-1.02,-4.62,1.2,42.18,0,--  ,--  ,--  ,         -3.27亿,--  ,--  ,-- -- ,4,12,8,-0.11,0.8,-3.53,-1.71,-4.3,0,20241114,105.32,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,0.89,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512530,沪深300红利ETF,,300红利,建信基金,20190923,--  ,1827.89,678.49,          1.96亿,512530,-0.96,--  ,111,0,1.448,-0.014,1.446,1.448,46501,68,-0.13,3.43,1.462,1.476,1.448,1.462,10.03,--  ,1.07,1.92,1.459,26552,19949,1.33,2000,2,--  ,1.65,0.09,0.01,0.98,0,0,779.95,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.5,-2,-0.61,-0.89,-3.4,22.82,0,--  ,--  ,--  ,         -0.02亿,--  ,--  ,平台整理,10,5,8,0,0.96,-0.96,-0.21,-1.9,0,20241114,1.36,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.99,0,0,0.000㈣,1.47,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
515300,红利低波ETF基金,,300红利低波,嘉实基金,20190919,--  ,15180.82,3919.35,         39.27亿,515300,-0.57,--  ,434,0,1.397,-0.008,1.397,1.398,279462,2000,0,0.99,1.405,1.413,1.396,1.405,8.16,--  ,0.73,1.21,1.402,189328,90134,2.1,4002,1600,--  ,17.56,0.72,0.02,27.95,0,0,2923.43,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.88,-2,-0.64,-0.22,-1.27,23.61,0,--  ,--  ,--  ,         -0.22亿,--  ,--  ,平台整理,12,5,12,0,0.57,-0.64,-0.21,-1.13,0.07,20241114,28.11,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.99,0,0,0.000㈣,1.41,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
562320,沪深300价值ETF,,300价值,银华基金,20230112,--  ,1879.47,659.59,          0.64亿,562320,-0.65,--  ,176,0,1.22,-0.008,1.218,1.22,53669,230,0,10.26,1.225,1.236,1.217,1.228,13.7,--  ,1.01,1.55,1.229,28474,25195,1.13,7,2729,--  ,-20.95,1.13,0.24,0,0,0,851.01,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.8,-2,-0.89,-0.65,-1.45,25.9,0,--  ,--  ,--  ,         -0.00亿,--  ,--  ,-- -- ,10,10,12,-0.24,0.65,-0.9,0.08,-1.29,0.25,20241113,0.52,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.99,0,0,0.000㈣,1.23,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159510,沪深300价值ETF,,300价值稳健,华夏基金,20230816,--  ,2753.7,1015.28,          2.01亿,159510,-1.33,--  ,370,0,1.109,-0.015,1.109,1.11,90669,410,-0.26,5.01,1.124,1.127,1.109,1.124,19.25,--  ,0.86,1.6,1.12,47347,43322,1.09,224,648,--  ,-20.75,0.78,0.08,4.55,0,0,734.23,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.28,-2,-1.23,-1.85,0.73,25.45,0,--  ,--  ,--  ,         -0.03亿,--  ,--  ,-- -- ,12,12,8,0,0.27,-1.33,-0.36,-1.6,0,20241114,1.81,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,1.14,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512010,医药ETF,,300医药,易方达基金,20131028,--  ,298226.2,90587.01,        235.41亿,512010,-1.81,--  ,4139,0,0.38,-0.007,0.38,0.381,23572492,115792,-0.25,3.81,0.386,0.389,0.38,0.387,15.85,--  ,0.68,2.33,0.384,12503715,11068777,1.13,177945,193197,--  ,-19.39,2.7,0.21,2952.44,0,0,98581.7,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.36,-3,-3.01,-5.48,1.06,-7.54,0,--  ,--  ,--  ,         -4.34亿,--  ,--  ,-- -- ,10,14,9,-0.26,0.52,-1.81,-0.78,-2.31,0,20241114,619.51,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,0.4,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159816,0-4地债ETF,,3年地债,鹏华基金,20200904,--  ,26875.62,12074.3,          0.00亿,159816,-0.03,--  ,90,0,112.152,-0.037,112.1,112.212,10759,5,-0.04,7.32,112.213,112.278,111.633,112.189,0.44,--  ,1.27,0.57,112.225,2742,8017,0.34,1,86,--  ,-49.83,0,0,0,0,0,4869.85,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,2.58,-1,0.05,-0.09,0.24,3.77,0,--  ,--  ,--  ,        -16.50亿,--  ,--  ,均线粘合,8,8,8,0.02,0.08,-0.5,0.03,-0.11,0.46,20241113,0.15,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,1,0,0,0.000㈣,112.29,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
515590,500等权ETF,,500等权,前海开源基金,20200120,--  ,3728.25,3304.21,          0.32亿,515590,-2.13,--  ,62,0,1.467,-0.032,1.464,1.467,222302,1997,0,100.53,1.499,1.502,1.467,1.499,27.23,--  ,19.63,2.33,1.486,197261,25041,7.88,2000,4000,--  ,-0.55,0,0,0,0,0,237.3,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.68,-4,-2.79,-5.11,5.54,9.31,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,阶段放量,8,2,11,0,0.2,-2.13,-0.87,-2.33,0,20241113,0.22,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.55,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
562330,中证500价值ETF,,500价值,银华基金,20230418,--  ,2255.28,659.59,          0.28亿,562330,-0.89,--  ,98,0,1.007,-0.009,1.001,1.006,64991,3,0,23.2,1.023,1.023,1.006,1.016,13.66,--  ,0.8,1.67,1.015,34591,30400,1.14,30,2500,--  ,-97.87,0.02,0.01,0,0,0,817.26,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.57,-2,-2.03,-2.8,1.51,9.46,0,--  ,--  ,--  ,         -0.00亿,--  ,--  ,-- -- ,12,2,14,0.69,0.69,-0.98,-0.1,-1.56,0.1,20241114,0.28,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.97,0,0,0.000㈣,1.04,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159617,500价值ETF,,500价值稳健,华夏基金,20220630,--  ,1361.2,565.66,          0.50亿,159617,-1.12,--  ,87,0,1.143,-0.013,1.14,1.161,49185,700,0,11.33,1.16,1.16,1.143,1.156,17.59,--  ,1.25,1.47,1.15,30448,18737,1.63,201,1,--  ,21.26,0,0,0,0,0,447.42,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.49,-2,-2.03,-3.05,2.51,10.22,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,-- -- ,12,2,2,0.35,0.35,-1.12,-0.52,-1.47,0,20241113,0.43,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.97,0,0,0.000㈣,1.18,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512330,信息科技ETF,,500信息,南方基金,20150720,--  ,2005.67,592.06,          5.63亿,512330,-3.8,--  ,372,0,1.012,-0.04,1.011,1.012,57300,44,0.2,1.03,1.041,1.053,1.01,1.052,46.67,--  ,0.61,4.09,1.033,30389,26911,1.13,98,2471,--  ,-13.3,1.23,0.03,0.65,0,0,773.16,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.35,-4,-3.57,-7.91,8,18.5,0,--  ,--  ,--  ,         -0.22亿,--  ,--  ,MACD死叉,12,8,3,-1.05,0.1,-3.99,-1.81,-3.89,0.2,20241113,5.56,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.93,0,0,0.000㈣,1.09,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159606,中证500成长ETF,,500质量,易方达基金,20211229,--  ,3856.05,1199.81,          4.84亿,159606,-1.78,--  ,323,0,0.884,-0.016,0.883,0.884,133864,785,0.11,2.45,0.9,0.908,0.883,0.9,18.66,--  ,0.77,2.78,0.896,69502,64362,1.08,1865,1218,--  ,28.79,0.87,0.04,6.94,0,0,1352.88,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.84,-2,-2.17,-3.07,0.23,16.47,0,--  ,--  ,--  ,         -0.09亿,--  ,--  ,-- -- ,12,2,2,0,0.89,-1.89,-0.44,-2.64,0.11,20241114,5.47,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.96,0,0,0.000㈣,0.92,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159811,5G50ETF,,5G 50,博时基金,20200422,--  ,1117.01,261.61,          1.27亿,159811,-1.84,--  ,136,0,1.23,-0.023,1.226,1.23,20889,109,0,2.02,1.253,1.267,1.228,1.253,26.67,--  ,0.36,3.11,1.252,11316,9573,1.18,2,97,--  ,-79.13,0.25,0.01,1.34,0,0,392.48,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.78,-2,-3.54,-3.31,1.32,24.12,0,--  ,--  ,--  ,         -0.02亿,--  ,--  ,MACD死叉,12,12,12,0,1.12,-2,-0.08,-2.92,0.16,20241114,1.04,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.3,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
515050,5G通信ETF,,5G通信,华夏基金,20191016,--  ,38319.44,10427.59,         69.38亿,515050,-3.07,--  ,2087,0,1.135,-0.036,1.135,1.136,896798,76,-0.08,1.47,1.172,1.185,1.134,1.171,23.64,--  ,0.58,4.36,1.163,484620,412178,1.18,737,4696,--  ,24.69,0.73,0.02,56.66,0,0,10532.13,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.62,-2,-4.17,-5.8,-1.39,23.64,0,--  ,--  ,--  ,         -2.20亿,--  ,--  ,高位回落,12,12,12,0.09,1.2,-3.16,-0.68,-4.22,0.09,20241114,61.13,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.93,0,0,0.000㈣,1.22,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159972,5年地债ETF,,5年地债,鹏华基金,20191108,--  ,57929.05,19977.5,          0.00亿,159972,0.06,--  ,187,0,113.729,0.064,113.704,113.729,17565,1,0,5.11,113.727,113.754,113.703,113.665,0.82,--  ,0.99,0.04,113.735,5313,12252,0.43,50,10,--  ,38.43,0.11,0.01,1.14,0,0,19757.34,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,2.67,1,-0.02,0.04,0.43,5.83,0,--  ,--  ,--  ,        -39.07亿,--  ,--  ,多头排列,8,8,8,0.05,0.08,0.03,0.06,-0.02,0.02,20241113,0.34,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,1,0,0,0.000㈣,113.75,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159707,地产ETF,,800地产,华宝兴业基金,20211112,--  ,20099.71,6001.89,          4.79亿,159707,-3.21,--  ,1404,0,0.694,-0.023,0.693,0.694,850080,2523,0,12.32,0.71,0.717,0.693,0.717,29,--  ,0.79,3.35,0.706,539554,310526,1.74,11436,1136,--  ,7.28,0.49,0.13,17.51,0,0,9319.19,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.59,-2,-2.98,-6.09,2.36,8.78,0,--  ,--  ,--  ,         -0.16亿,--  ,--  ,-- -- ,12,6,11,-0.98,0,-3.35,-1.53,-3.21,0.14,20241114,6.9,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,0.74,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
515630,保险证券ETF,,800非银,鹏华基金,20200403,--  ,9247.12,3017.99,          2.64亿,515630,-3.23,--  ,899,0,1.379,-0.046,1.377,1.38,214661,84,0.22,11.2,1.423,1.434,1.375,1.425,46.86,--  ,0.58,4.14,1.406,126571,88090,1.44,335,70,--  ,-49.42,0.72,0.17,22.69,0,0,3006.38,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.78,-6,-1.25,-4.83,2.45,37.76,0,--  ,--  ,--  ,         -0.09亿,--  ,--  ,-- -- ,4,12,6,-0.14,0.63,-3.51,-1.33,-3.84,0.29,20241114,1.92,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.96,0,0,0.000㈣,1.44,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
516110,汽车ETF,,800汽车,国泰基金,20210507,--  ,26207.82,8056.35,          7.49亿,516110,-0.7,--  ,1226,0,1.276,-0.009,1.277,1.278,627395,110,-0.15,10.7,1.274,1.303,1.266,1.285,30.6,--  ,0.83,2.88,1.284,303277,324118,0.94,30,3738,--  ,-37.37,0.33,0.08,9.6,0,0,10360.34,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.75,-2,-2.8,-3.26,5.11,25.84,0,--  ,--  ,--  ,         -0.05亿,--  ,--  ,MACD死叉,12,12,12,-0.86,1.4,-1.48,-0.08,-2.07,0.79,20241114,5.87,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.97,0,0,0.000㈣,1.32,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159511,通信ETF基金,,800通信,南方基金,20230807,--  ,3016.56,718.46,          0.71亿,159511,-1.01,--  ,293,0,1.077,-0.011,1.077,1.078,65497,67,0,9.93,1.08,1.108,1.075,1.088,28.67,--  ,0.8,3.03,1.097,34707,30790,1.13,84,3,--  ,75.8,0.15,0.03,0.72,0,0,617.43,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.61,-2,-3.8,-1.1,3.66,28.21,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,MACD死叉,12,12,12,-0.74,1.84,-1.19,0.83,-2.8,0.19,20241114,0.66,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,1.13,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159887,银行ETF,,800银行,富国基金,20210520,--  ,15322.69,5303.77,          3.64亿,159887,-0.27,--  ,996,0,1.124,-0.003,1.123,1.124,469976,3823,0.18,14.53,1.123,1.135,1.117,1.127,9.23,--  ,1.04,1.6,1.129,228528,241448,0.95,96,5308,--  ,30.34,1.07,0.32,42.97,0,0,5571.6,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,2.35,-1,0.27,0.27,-4.1,32.08,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,平台整理,12,6,8,-0.35,0.71,-0.89,0.18,-0.97,0.63,20241113,3.23,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,1.01,0,0,0.000㈣,1.12,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
518880,黄金ETF,,Au99.99,华安基金,20130729,--  ,653322.65,233597.62,        273.14亿,518880,0.05,--  ,4411,0,5.683,0.003,5.683,5.684,4101363,26,-0.03,8.53,5.711,5.712,5.667,5.68,4.16,--  ,1.06,0.79,5.696,1800206,2301157,0.78,11114,1307,--  ,63.15,0.86,0.15,1781.04,0,0,248754.33,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.51,1,-2,-2.14,-4.41,22.27,0,--  ,--  ,--  ,          0.14亿,--  ,--  ,平台整理,10,10,10,0.55,0.56,-0.23,0.28,-0.51,0.28,20241114,48.06,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,5.8,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
161123,并购重组LOF,,CSWD并购,易方达基金,20210112,--  ,2410.45,818.07,          1.44亿,161123,-3.25,--  ,508,0,1.31,-0.044,1.309,1.31,61335,516,0.08,5.58,1.334,1.359,1.308,1.354,36.89,--  ,0.72,3.77,1.334,32014,29321,1.09,953,26,--  ,36.13,0.84,0.1,6.76,0,0,841.08,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.63,-4,-3.29,-6.77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
