ts_code,name,一二级行业,细分行业,地区,上市日期,流通市值,3日成交额,总金额,AB股总市值,交易代码,涨幅%,净益率%,活跃度,股息率%,现价,涨跌,买价,卖价,总量,现量,涨速%,换手%,今开,最高,最低,昨收,60日涨幅%,市盈(动),量比,振幅%,均价,内盘,外盘,内外比,买量,卖量,未匹配量,委比%,量涨速%,短换手%,2分钟金额,主力净额,主力净比%,昨成交额,开盘金额,开盘抢筹%,开盘昨比%,开盘换手Z,竞价涨停买,竞价量比,封成比,封单额,流通股(亿),强弱度%,连涨天,昨涨幅%,3日涨幅%,20日涨幅%,年初至今%,年涨停天,流通股本Z,换手Z,流通市值Z,市值增减,市盈(TTM),市盈(静),近日指标提示,短期形态,中期形态,长期形态,开盘%,最高%,最低%,均涨幅%,回头波%,攻击波%,财务更新,总股本(亿),B/A股(亿),H股(亿),总资产(亿),净资产(亿),少数股权(亿),资产负债率%,流动资产(亿),固定资产(亿),无形资产(亿),流动负债(亿),货币资金(亿),存货(亿),应收账款(亿),合同负债(亿),资本公积金(亿),营业收入(亿),营业成本(亿),营业利润(亿),投资收益(亿),利润总额(亿),税后利润(亿),净利润(亿),扣非净利润(亿),未分利润(亿),经营现金流(亿),总现金流(亿),股东人数,人均持股,人均市值,利润同比%,收入同比%,市净率,市现率,市销率,每股收益,每股净资,每股公积,每股未分配,每股现金流,权益比%,毛利率%,营业利润率%,净利润率%,研发费用(亿),员工人数,自选日,自选价,自选收益%
159995,芯片ETF,,国证芯片,华夏基金,20200210,--  ,376696.83,122634.39,        279.71亿,159995,-4.39,--  ,4580,0,1.221,-0.056,1.22,1.221,9803905,118411,0.08,4.28,1.276,1.28,1.218,1.277,46.05,--  ,0.73,4.86,1.251,4939360,4864545,1.02,45661,23243,--  ,61.83,1.78,0.16,1445.8,0,0,117556.88,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.77,-2,-3.48,-7.44,5.53,31.01,0,--  ,--  ,--  ,        -12.83亿,--  ,--  ,MACD死叉,8,6,2,-0.08,0.23,-4.62,-2.04,-4.61,0.25,20241114,229.08,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.92,0,0,0.000㈣,1.32,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159588,石油天然气ETF,,国证油气,景顺长城基金,20240531,--  ,2437.57,626.3,          0.75亿,159588,-0.81,--  ,134,0,0.975,-0.008,0.974,0.975,63850,358,-0.09,8.26,0.983,1.02,0.975,0.983,5.52,--  ,0.66,4.58,0.981,44578,19272,2.31,2,2792,--  ,-73.51,0.5,0.09,3.49,0,0,773.04,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.8,-2,-1.31,-1.72,0.62,-2.11,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,-- -- ,5,,,0,3.76,-0.81,-0.2,-4.41,0,20241114,0.77,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,1,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159880,有色ETF基金,,国证有色,鹏华基金,20210325,--  ,2552.33,764.26,          1.21亿,159880,-1.57,--  ,292,0,1.066,-0.017,1.065,1.07,70748,9,0,6.26,1.081,1.094,1.065,1.083,15.74,--  ,0.59,2.68,1.08,40006,30742,1.3,673,206,--  ,44.91,0.06,0.01,0,0,0,933.72,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.05,-2,-3.3,-3.88,0.57,12.8,0,--  ,--  ,--  ,         -0.02亿,--  ,--  ,-- -- ,10,2,2,-0.18,1.02,-1.66,-0.28,-2.56,0.09,20241113,1.13,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.96,0,0,0.000㈣,1.11,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159312,恒生ETF港股通,,恒生港股通指数,广发基金,20241108,--  ,4902.2,1502.08,          1.44亿,159312,0.21,--  ,312,0,0.958,0.002,0.958,0.959,156303,100,-0.09,10.4,0.961,0.965,0.954,0.956,-6.17,--  ,0.33,1.15,0.961,82837,73466,1.13,486,5693,--  ,-11.92,0.23,0.05,0.96,0,0,1649.94,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,2.83,1,-1.24,-1.75,-6.17,-6.17,0,--  ,--  ,--  ,          0.00亿,--  ,--  ,-- -- ,,,,0.52,0.94,-0.21,0.52,-0.73,0.42,20241114,1.5,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,0.97,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
513330,恒生互联网ETF,,恒生互联网科技,华夏基金,20210208,--  ,1200449.64,402835.56,        287.05亿,513330,0.71,--  ,4348,0,0.426,0.003,0.425,0.426,94092328,1087,0,13.96,0.426,0.432,0.423,0.423,25.29,--  ,0.9,2.13,0.428,44178390,49913940,0.89,802042,861765,--  ,-9.49,0.55,0.16,3019.52,0,0,413526.45,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,2.16,1,-1.86,-2.3,-3.84,22.41,0,--  ,--  ,--  ,          2.02亿,--  ,--  ,-- -- ,12,2,2,0.71,2.13,0,1.18,-1.39,0.71,20241114,673.83,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,0.43,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
513180,恒生科技指数ETF,,恒生科技指数,华夏基金,20210525,--  ,1717829.43,614725.32,        245.68亿,513180,0.17,--  ,4523,0,0.595,0.001,0.594,0.595,102587528,2912,0,24.85,0.597,0.605,0.591,0.594,29.07,--  ,1.05,2.36,0.599,50305202,52282326,0.96,575153,233684,--  ,-4.52,0.54,0.28,1781.76,0,0,557988.51,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.62,1,-2.46,-3.25,-3.72,19.24,0,--  ,--  ,--  ,          0.41亿,--  ,--  ,-- -- ,12,2,3,0.51,1.85,-0.51,0.84,-1.65,0.68,20241114,412.91,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,0.61,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
513970,恒生消费ETF,,恒生消费指数,景顺长城基金,20230421,--  ,20509.81,7840.68,          4.82亿,513970,0.48,--  ,976,0,0.834,0.004,0.832,0.834,936402,10,0,16.2,0.832,0.843,0.828,0.83,18.8,--  ,0.85,1.81,0.837,478497,457905,1.04,4689,5645,--  ,-4.3,0.13,0.05,0.5,0,0,6662.64,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.93,1,-1.43,-2.01,-1.53,6.51,0,--  ,--  ,--  ,          0.02亿,--  ,--  ,-- -- ,12,2,3,0.24,1.57,-0.24,0.84,-1.07,0.72,20241114,5.78,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,0.85,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
513060,恒生医疗ETF,,恒生医疗保健指数,博时基金,20210329,--  ,437460.58,112958.82,        131.64亿,513060,-0.51,--  ,3305,0,0.394,-0.002,0.393,0.394,28515534,532,0,8.53,0.397,0.4,0.393,0.396,13.22,--  ,0.67,1.77,0.396,14419132,14096402,1.02,330758,102795,--  ,-38.73,1.24,0.22,2028.54,0,0,158228.26,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.95,-5,-1.49,-3.43,-6.86,-13.6,0,--  ,--  ,--  ,         -0.67亿,--  ,--  ,空头排列,10,10,11,0.25,1.01,-0.76,0,-1.5,0.25,20241114,334.1,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,0.4,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159920,恒生ETF,,恒生指数,华夏基金,20121022,--  ,399240.93,126341.09,        188.12亿,159920,0,--  ,3588,0,1.203,0,1.202,1.203,10464992,50428,0,6.69,1.207,1.212,1.199,1.203,16.46,--  ,0.89,1.08,1.207,4966798,5498194,0.9,17852,111652,--  ,-23.32,0.56,0.08,606.66,0,0,117798.4,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,2.62,0,-1.39,-1.87,-4.3,20.66,0,--  ,--  ,--  ,          0.00亿,--  ,--  ,空头排列,12,3,12,0.33,0.75,-0.33,0.33,-0.74,0.33,20241114,156.38,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.99,0,0,0.000㈣,1.22,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
513170,恒生央企ETF,,恒生中国央企指数,鹏华基金,20240419,--  ,8691.07,2501.65,          4.68亿,513170,0.26,--  ,507,0,1.151,0.003,1.15,1.151,216759,30,0,5.33,1.149,1.158,1.148,1.148,8.38,--  ,0.63,0.87,1.154,112274,104485,1.07,1685,22,--  ,8.93,0.34,0.04,8.37,0,0,2736.75,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.71,1,-1.2,-1.11,-4.56,17.33,0,--  ,--  ,--  ,          0.01亿,--  ,--  ,平台整理,10,2,,0.09,0.87,0,0.52,-0.6,0.26,20241114,4.07,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.99,0,0,0.000㈣,1.16,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
510900,H股ETF,,恒生中企指数,易方达基金,20121022,--  ,190273.43,65921.98,        108.23亿,510900,0.11,--  ,2162,0,0.909,0.001,0.908,0.91,7221880,500,0,6.07,0.911,0.918,0.904,0.908,18.51,--  ,0.98,1.54,0.913,3405673,3816207,0.89,63656,80334,--  ,-25.44,0.43,0.05,283.39,0,0,56457.41,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.56,1,-1.63,-2.05,-4.52,27.31,0,--  ,--  ,--  ,          0.12亿,--  ,--  ,空头排列,8,2,8,0.33,1.1,-0.44,0.55,-0.98,0.55,20241113,119.07,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,0.92,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512890,红利低波ETF,,红利低波,华泰柏瑞基金,20190118,--  ,42884.5,14975.64,         72.96亿,512890,-0.19,--  ,1491,0,1.076,-0.002,1.076,1.077,1384668,2053,-0.08,2.04,1.078,1.088,1.074,1.078,5.8,--  ,0.74,1.3,1.082,576576,808092,0.71,2939,4051,--  ,55.06,1.67,0.07,410.39,0,0,12162.16,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.27,-2,-0.74,-0.28,-2.36,17.72,0,--  ,--  ,--  ,         -0.14亿,--  ,--  ,平台整理,5,2,8,0,0.93,-0.37,0.37,-1.1,0.19,20241114,67.81,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.99,0,0,0.000㈣,1.09,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
515100,红利低波100ETF,,红利低波100,景顺长城基金,20200703,--  ,103886.12,6181.07,         49.63亿,515100,-0.69,--  ,747,0,1.441,-0.01,1.44,1.441,426696,23,0,1.24,1.445,1.459,1.438,1.451,9.92,--  ,0.23,1.45,1.449,282508,144188,1.96,81,5376,--  ,-18.81,1.1,0.03,24.25,0,0,36034.54,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.76,-2,-1.29,-1.57,0.28,12.93,0,--  ,--  ,--  ,         -0.34亿,--  ,--  ,平台整理,12,5,12,-0.41,0.55,-0.9,-0.14,-1.23,0.21,20241114,34.44,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,1.47,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
510880,红利ETF,,红利指数,华泰柏瑞基金,20070118,--  ,158608.72,71939.64,        165.86亿,510880,0.09,--  ,3336,0,3.17,0.003,3.17,3.171,2264362,1,0.03,4.33,3.16,3.195,3.155,3.167,3.53,--  ,1.4,1.26,3.177,931604,1332758,0.7,46,364,--  ,80.39,0.6,0.05,279.26,0,0,42509.59,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.55,1,-0.81,-0.1,-2.52,13.21,0,--  ,--  ,--  ,          0.16亿,--  ,--  ,平台整理,5,2,12,-0.22,0.88,-0.38,0.32,-0.78,0.48,20241114,52.32,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.99,0,0,0.000㈣,3.19,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159758,红利质量ETF,,红利质量,华夏基金,20211228,--  ,3914.68,846.05,          5.03亿,159758,-2.44,--  ,274,0,0.921,-0.023,0.92,0.921,90900,233,-0.1,1.66,0.94,0.942,0.92,0.944,19.61,--  ,0.38,2.33,0.931,55032,35868,1.53,2310,207,--  ,59.85,0.58,0.02,2.15,0,0,917.48,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.18,-3,-1.67,-4.37,1.99,8.87,0,--  ,--  ,--  ,         -0.13亿,--  ,--  ,MACD死叉,12,2,14,-0.42,-0.21,-2.54,-1.38,-2.23,0.11,20241114,5.46,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.96,0,0,0.000㈣,0.96,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
511130,30年国债指数ETF,,沪30年国债,博时基金,20240328,--  ,539332.2,155946.94,          0.00亿,511130,-0.08,--  ,3244,0,105.207,-0.088,105.195,105.2,148055,3,-0.06,43.41,105.3,105.48,105.192,105.295,2.21,--  ,1.03,0.27,105.33,58713,89342,0.66,4,66,--  ,-83.93,0.6,0.54,873.23,0,0,159676.53,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.37,-2,-0.44,-0.49,0.26,7.43,0,--  ,--  ,--  ,        -35.91亿,--  ,--  ,平台整理,1,10,,0,0.18,-0.1,0.03,-0.26,0.01,20241114,0.34,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,1,0,0,0.000㈣,105.56,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
511220,城投债ETF,,沪城投债,海富通基金,20141216,--  ,61661.47,17729.25,        122.13亿,511220,0.03,--  ,2534,0,10.23,0.003,10.229,10.23,173317,12,0,1.45,10.227,10.23,10.227,10.227,0.02,--  ,0.73,0.03,10.229,38195,135122,0.28,914,15901,--  ,-7.59,0.54,0.02,96.57,0,0,17180.73,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.48,2,0.02,0.05,0.2,3.27,0,--  ,--  ,--  ,          0.04亿,--  ,--  ,多头排列,8,8,8,0,0.03,0,0.02,0,0.03,20241113,11.94,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,1,0,0,0.000㈣,10.22,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
517000,沪港深500ETF,,沪港深500,银华基金,20210305,--  ,1094.99,265.89,          4.14亿,517000,-0.87,--  ,101,0,0.8,-0.007,0.799,0.8,33087,50,0.13,0.64,0.807,0.809,0.799,0.807,18.17,--  ,0.69,1.24,0.804,16866,16221,1.04,2453,2846,--  ,0.15,1.64,0.02,0.4,0,0,541.87,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.59,-2,-1.22,-2.08,0,19.4,0,--  ,--  ,--  ,         -0.04亿,--  ,--  ,平台整理,10,8,8,0,0.25,-0.99,-0.37,-1.11,0.13,20241113,5.18,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.97,0,0,0.000㈣,0.82,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
510300,沪深300ETF,,沪深300,华泰柏瑞基金,20120528,--  ,1945984.2,687531.83,       3765.98亿,510300,-1.67,--  ,4779,0,4.055,-0.069,4.055,4.056,16769935,6329,0,1.81,4.114,4.134,4.05,4.124,20.33,--  ,0.8,2.04,4.1,7939483,8830452,0.9,3847,25,--  ,29.84,2.71,0.1,17032.35,0,0,601552.18,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.22,-2,-1.69,-2.73,0.97,18.22,0,--  ,--  ,--  ,        -64.08亿,--  ,--  ,-- -- ,12,6,3,-0.24,0.24,-1.79,-0.58,-1.91,0.12,20241114,928.72,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.97,0,0,0.000㈣,4.2,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
511100,基准国债ETF,,沪做市国债,华夏基金,20231225,--  ,161798.82,54729.65,          0.00亿,511100,0,--  ,501,0,105.353,0.003,105.35,105.357,51948,5,0.01,216.41,105.353,105.43,105.342,105.35,1.46,--  ,1.1,0.08,105.354,18319,33629,0.54,6,101,--  ,-45.31,0,0.02,0,0,0,37272.19,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,1.46,1,-0.07,-0.03,0.49,4.96,0,--  ,--  ,--  ,         -2.53亿,--  ,--  ,KDJ死叉,8,8,,0,0.08,-0.01,0,-0.07,0.01,20241114,0.02,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,1,0,0,0.000㈣,105.4,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159861,碳中和50ETF,,环保50,国泰基金,20210402,--  ,2101.19,901.83,          2.00亿,159861,-2.97,--  ,231,0,0.915,-0.028,0.915,0.917,96829,50,-0.1,4.42,0.947,0.947,0.915,0.943,21.19,--  ,1.69,3.39,0.931,49016,47813,1.03,256,641,--  ,-43.13,0.04,0,0.46,0,0,586.38,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.35,-2,-2.58,-4.69,7.65,8.03,0,--  ,--  ,--  ,         -0.06亿,--  ,--  ,-- -- ,5,6,11,0.42,0.42,-2.97,-1.27,-3.38,0,20241113,2.19,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,0.96,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
562500,机器人ETF,,机器人,华夏基金,20211229,--  ,50218.24,16325.27,         15.99亿,562500,-1.92,--  ,2839,0,0.768,-0.015,0.768,0.769,2089309,100,0,10.04,0.781,0.794,0.767,0.783,37.63,--  ,0.77,3.45,0.781,1225289,864020,1.42,375,309,--  ,28.82,1.56,0.32,240.06,0,0,15459.49,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.46,-2,-3.45,-4.36,7.26,3.78,0,--  ,--  ,--  ,         -0.31亿,--  ,--  ,MACD死叉,12,2,11,-0.26,1.4,-2.04,-0.26,-3.27,0.13,20241114,20.82,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.95,0,0,0.000㈣,0.81,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
512750,基本面50ETF,,基本面50,嘉实基金,20190705,--  ,2480.07,881.93,          1.13亿,512750,-0.5,--  ,207,0,1.385,-0.007,1.384,1.386,63254,10,-0.13,7.75,1.393,1.403,1.385,1.392,14.94,--  ,1.1,1.29,1.394,36190,27064,1.34,4520,3078,--  ,-13.39,1.55,0.25,0.15,0,0,962.59,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.95,-2,-0.5,-0.14,-1.49,28.24,0,--  ,--  ,--  ,         -0.01亿,--  ,--  ,平台整理,12,6,12,0.07,0.79,-0.5,0.14,-1.28,0,20241113,0.82,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,1,0,0,0.000㈣,1.39,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
516970,基建50ETF,,基建工程,广发基金,20210705,--  ,47839.02,6651.96,         37.72亿,516970,-1.28,--  ,1322,0,1.16,-0.015,1.16,1.161,565603,10,-0.08,1.74,1.173,1.188,1.16,1.175,16.94,--  ,0.42,2.38,1.176,351632,213971,1.64,5182,734,--  ,13.41,1.47,0.05,87.99,0,0,5569.15,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.18,-2,-1.51,-2.11,3.2,17.77,0,--  ,--  ,--  ,         -0.49亿,--  ,--  ,-- -- ,10,6,6,-0.17,1.11,-1.28,0.09,-2.36,0,20241114,32.52,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.97,0,0,0.000㈣,1.19,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159546,集成电路ETF,,集成电路,国泰基金,20231020,--  ,3891.55,1237.21,          1.12亿,159546,-3.98,--  ,585,0,1.229,-0.051,1.229,1.234,98199,77,0.08,10.75,1.28,1.282,1.227,1.28,47.89,--  ,0.68,4.3,1.26,64126,34073,1.88,404,6,--  ,73.96,0.7,0.16,0.95,0,0,1473.08,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-1.37,-4,-3.47,-7.59,3.45,24.14,0,--  ,--  ,--  ,         -0.05亿,--  ,--  ,-- -- ,12,6,2,0,0.16,-4.14,-1.56,-4.13,0.16,20241113,0.91,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.93,0,0,0.000㈣,1.32,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
562820,集成电路ETF,,集成电路,嘉实基金,20240422,--  ,2577.94,808.19,          0.49亿,562820,-3.81,--  ,279,0,1.514,-0.06,1.514,1.516,51815,7,-0.06,16.12,1.574,1.58,1.513,1.574,47.71,--  ,0.83,4.26,1.56,27204,24611,1.11,108,3400,--  ,1.27,1.27,0.42,9.19,0,0,762.7,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-2.36,-4,-3.44,-7.34,2.57,54.81,0,--  ,--  ,--  ,         -0.02亿,--  ,--  ,-- -- ,12,6,,0,0.38,-3.88,-0.89,-4.18,0.07,20241113,0.32,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.93,0,0,0.000㈣,1.63,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159586,计算机ETF南方,,计算机,南方基金,20240315,--  ,1807.01,468.62,          0.83亿,159586,-2.79,--  ,346,0,1.253,-0.036,1.253,1.255,36250,12,0,5.49,1.289,1.323,1.25,1.289,70.48,--  ,0.63,5.66,1.293,18927,17323,1.09,611,306,--  ,17.77,0.15,0.02,0,0,0,639.53,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,-0.18,-2,-3.3,-5.22,8.02,24.43,0,--  ,--  ,--  ,         -0.02亿,--  ,--  ,MACD死叉,12,6,,0,2.64,-3.03,0.31,-5.29,0.24,20241114,0.66,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.94,0,0,0.000㈣,1.33,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159328,家电ETF易方达,,家电龙头,易方达基金,20241115,--  ,4594.09,4594.09,          1.97亿,159328,-2.59,--  ,349,0,0.977,-0.026,0.976,0.977,460114,652,0,22.83,1,1.007,0.976,1.003,-2.59,--  ,0,3.09,0.998,80616,379498,0.21,681,593,--  ,38.6,0.21,0.1,6.37,0,0,0,--  ,0.1,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.02,-1,0,-2.59,-2.59,-2.59,0,--  ,--  ,--  ,         -0.05亿,--  ,--  ,-- -- ,,,,-0.3,0.4,-2.69,-0.5,-2.98,0.1,20241112,2.02,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.98,0,0,0.000㈣,1,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
159996,家电ETF,,家用电器,国泰基金,20200316,--  ,30202.12,10964.14,         18.47亿,159996,-2.36,--  ,1656,0,1.326,-0.032,1.325,1.326,814348,3555,0,5.85,1.358,1.366,1.323,1.358,29.11,--  ,0.82,3.17,1.346,437714,376634,1.16,278,3767,--  ,-15.42,0.4,0.05,47.14,0,0,10946.39,--  ,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,0.26,-3,-0.51,-3.21,2.47,25.09,0,--  ,--  ,--  ,         -0.45亿,--  ,--  ,KDJ死叉,10,2,12,0,0.59,-2.58,-0.88,-2.93,0.23,20241114,13.93,--  ,--  ,0,0,--  ,0,0,0,0,0,--  ,0,0,--  ,0,0,0,0,0,0,0,0,--  ,0,0,0,0,--  ,--  ,0,0,0.97,0,0,0.000㈣,1.37,0,0,0,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  ,--  
