code,name,流通市值,涨幅%,现价,买价,卖价,总量,现量,涨速%,换手%,量比,今开,最高,最低,总金额,2分钟涨%,细分行业,振幅%,涨跌,按盘价,昨收,冷静期,抛空额,抛空量,市值增减,资金流向,内外比,活跃度,笔均量,总市值,市盈(TTM),52周最高,52周最低,年初至今%,历史波动率%,每手,平衡价,平衡量,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,币种,财务更新,上市日期,H股(亿),总资产(亿),净资产(亿),营业收入(亿),净利润(亿),每股收益,每股净资,每股股息,股息率%,净益率%,权益比%
00700,腾讯控股,      37162.12亿,-0.59,401,--  ,,29061324,1698300,0.1,0.31,1.09,404,407,399,1169431.96,0.05,软件服务,1.98,-2.4,401,403.4,--  ,126809.8,3150900,       -222.42亿,   -3.2万,1,25086,1158,      37162.12亿,19.63,482.4,256.8,38.18,38.13,100,0,0,0.15,0.89,-1.09,-0.26,-0.74,-1.47,0.5,-0.34,HKD,20240930,20040616,92.67,17233.57,9125.86,4878.11,1427.49,17.017,108.32,3.4,0.85,15.64,52.95
09988,阿里巴巴－Ｗ,      16691.48亿,-0.85,87.2,--  ,,49182996,4317700,-0.17,0.26,0.62,88,88.75,87,431330.82,-0.1,专业零售,1.99,-0.75,87.2,87.95,--  ,78171.64,8902300,       -143.56亿,-4272.8,1,25685,1915,      16691.48亿,21.44,118.7,62.976,17.88,41.88,100,0,0,0.06,0.91,-1.08,-0.29,-0.91,-1.75,0.23,-0.57,HKD,20240630,20191126,191.42,17850.54,9489.28,2432.36,243.9,1.381,51.03,2.6,2.98,2.57,53.16
00941,中国移动,      14519.57亿,1.29,70.55,--  ,,24660888,927000,-0.07,0.12,0.83,69.8,71.15,69.8,174259.21,-0.06,电讯,1.94,0.9,70.55,69.65,--  ,35451.39,5017500,        193.35亿,-493.85,1,11691,2109,      15156.47亿,9.88,77.7,56.15,17.98,23.85,500,0,0,0.22,2.15,0.22,1.45,1.07,-0.84,1.07,-0.16,HKD,20240930,19971023,205.81,20186.43,13605.39,7914.58,1108.81,5.744,70.27,5,7.09,8.15,67.4
00939,建设银行,      14088.46亿,0.34,5.86,--  ,,280302720,26833000,-0.34,0.12,0.7,5.84,5.94,5.82,164625.84,-0.33,银行,2.05,0.02,5.86,5.84,--  ,53656.41,91280000,         50.00亿,-70.32,1,6795,41251,      14650.64亿,3.93,6.29,3.862,39.14,31.4,1000,0,0,0,1.71,-0.34,0.57,0.34,-1.35,0.69,-0.22,HKD,20240930,20051027,2404.17,409230.41,33209.14,5523.47,2557.76,1.12,14.73,0.44,7.48,7.7,8.12
00005,汇丰控股,      12622.31亿,0.8,69.7,--  ,,11094803,665200,0,0.06,0.69,69.7,70.1,69.45,77370.18,0,银行,0.94,0.55,69.7,69.15,--  ,17289.04,2481200,         99.60亿,-2160.7,1,2489,4458,      12622.31亿,7.21,72.5,51.397,23.15,17.33,400,0,0,0.8,1.37,0.43,0.85,0,-0.57,0.36,-0.05,HKD,20240930,19800102,181.09,30986.21,1927.54,542.9,227.2,9.558,81.94,6.4,9.19,11.79,6.22
03690,美团－Ｗ,       9331.48亿,0.18,169.6,--  ,,26486304,1978700,-0.18,0.48,0.63,171,174,166.6,451360.92,0,专业零售,4.37,0.3,169.6,169.3,--  ,113403.17,6647000,         18.26亿,-5936,1,21026,1260,      10320.60亿,41.48,217,61.1,107.08,75.8,100,0,0,1,2.78,-1.59,0.66,-0.82,-2.53,1.8,-0.48,HKD,20240630,20180920,55.02,2855.58,1605.55,1555.27,167.2,2.958,28.44,0,0,10.41,56.23
00883,中国海洋石油,       7491.62亿,0.48,16.82,--  ,,82670184,2189000,0,0.19,0.57,16.8,17.06,16.74,139674.73,0,石油天然气,1.91,0.08,16.82,16.74,--  ,20322.54,12025000,         38.02亿,-67.28,1,10735,7701,       7994.54亿,5.01,23.16,10.48,45,38.13,1000,0,0,0.36,1.91,0,0.93,0.12,-1.41,0.48,-0.45,HKD,20240930,20010228,445.4,10793.9,7188.33,3260.24,1166.59,2.717,16.77,1.4,8.32,16.23,66.6
01299,友邦保险,       6199.08亿,-1.82,56.8,--  ,,46249744,6227200,-0.09,0.42,1.59,58.05,58.35,56.4,263631.87,-0.17,保险,3.37,-1.05,56.8,57.85,--  ,38064.78,6681800,       -114.60亿,-1022.4,1,7590,6094,       6199.08亿,16.46,74.6,43.614,-14.48,41.59,200,0,0,0.35,0.86,-2.51,-1.46,-2.15,-2.66,0.71,-0.35,HKD,20240630,20101029,109.14,2892.45,393.65,30.26,33.14,2.343,27.44,1.64,2.88,8.42,13.61
01810,小米集团－Ｗ,       5724.61亿,0.54,28,--  ,,117132032,4600800,0,0.57,0.6,28.15,28.65,27.75,329818.37,-0.17,资讯科技,3.23,0.15,28,27.85,--  ,89738.38,31845400,         37.44亿,-644,1,18477,6339,       6989.52亿,33.42,29.7,11.84,79.49,47.1,200,0,0,1.08,2.87,-0.36,1.09,-0.53,-2.27,0.9,-0.55,HKD,20240630,20180709,204.45,3421.75,1725.72,1643.95,92.8,0.405,7.57,0,0,5.38,50.43
01398,工商银行,       3992.53亿,-0.22,4.6,--  ,,227069808,19249000,-0.22,0.26,0.58,4.62,4.66,4.59,104900.51,-0.21,银行,1.52,-0.01,4.6,4.61,--  ,36628.86,79256000,        -35.64亿,-73.6,1,4504,50415,      16394.69亿,4.03,4.97,3.174,32.02,29.17,1000,0,0,0.22,1.08,-0.43,0.22,-0.43,-1.29,0.22,-0.43,HKD,20240930,20061027,867.94,483577.56,39010.83,5991.07,2690.25,0.798,12.14,0.34,7.3,6.9,8.07
00388,香港交易所,       3798.44亿,-1.71,299.6,--  ,,7609898,701100,-0.07,0.6,0.7,304.8,307,299.4,229923.51,0,其他金融,2.49,-5.2,299.6,304.8,--  ,36427.18,1203400,        -65.93亿,-4793.6,1,9389,811,       3798.44亿,32.01,397.8,207.84,15.35,61.31,100,0,0,0,0.72,-1.77,-0.87,-1.71,-2.41,0.07,-0.83,HKD,20240930,20000627,12.68,4854.58,505.87,122.02,92.7,7.33,39.9,8.27,2.76,18.32,10.42
02318,中国平安,       3396.10亿,-0.55,45.6,--  ,,39345708,2682500,0,0.53,0.52,45.95,46.65,45.35,181016.04,-0.1,保险,2.84,-0.25,45.6,45.85,--  ,43844.36,9515000,        -45.53亿,-228,1,6988,5630,       8303.87亿,6.33,59.8,26.883,39.52,69.79,500,0,0,0.22,1.74,-1.09,0.34,-0.76,-2.25,0.55,-0.89,HKD,20240930,20040624,74.48,125337.36,9079.39,8618.17,1191.82,7.463,55.29,2.67,5.85,13.13,7.24
03988,中国银行,       3018.76亿,0.56,3.61,--  ,,262659792,23498000,0,0.31,0.85,3.61,3.64,3.58,94919.34,-0.27,银行,1.67,0.02,3.61,3.59,--  ,35695.85,98743000,         58.88亿,-43.32,1,6208,42310,      10627.40亿,4.08,3.95,2.491,32.68,27.5,1000,0,0,0.56,1.39,-0.28,0.67,0,-0.82,0.84,-0.11,HKD,20240930,20060601,836.22,340689.88,27421.07,4791.05,1757.63,0.61,10.33,0.26,7.18,6.41,8.05
01211,比亚迪股份,       2898.72亿,-0.68,264,--  ,,5207527,693000,0,0.47,0.87,266.4,268.2,261,137764.56,0.23,汽车,2.71,-1.8,264,265.8,--  ,28845.5,1091000,        -52.37亿,-3960,1,3217,1619,       7680.46亿,20.29,320.8,164.394,25.12,49.42,500,0,0,0.23,0.9,-1.81,-0.47,-0.9,-1.57,1.15,-0.21,HKD,20240930,20020731,10.98,7642.6,1554.62,5022.51,252.38,9.625,59.26,3.41,1.29,16.23,20.34
02388,中银香港,       2674.91亿,1,25.3,--  ,,9520445,1982500,0,0.09,1,25.25,25.5,24.85,24087.93,0,银行,2.59,0.25,25.3,25.05,--  ,5638.44,2227500,         26.43亿,-126.5,1,1160,8207,       2674.91亿,7.48,26.6,16.145,29.84,19.08,500,0,0,0.8,1.8,-0.8,1.05,0.2,-0.78,1.81,-0.05,HKD,20240630,20020725,105.73,39982.48,3265.73,353.36,200.4,1.895,30.89,1.72,6.78,6.14,8.17
00267,中信股份,       2539.58亿,0.34,8.73,--  ,,11519212,1068000,0,0.04,0.67,8.71,8.88,8.68,10108.5,0.11,综合企业,2.3,0.03,8.73,8.7,--  ,3508.63,4000000,          8.73亿,0,1,1344,8571,       2539.58亿,3.97,11.8,6.105,20.83,64.13,1000,0,0,0.11,2.07,-0.23,0.86,0.23,-1.69,0.58,-0.52,HKD,20240630,19860226,290.9,114292.63,7334.82,3776.47,321.13,1.205,27.63,0.58,6.59,4.38,6.42
02020,安踏体育,       2270.45亿,-1.17,80.25,--  ,,9662000,412000,0.06,0.34,0.76,80.65,82.3,79.7,77863,0.06,纺织服饰,3.2,-0.95,80.25,81.2,--  ,20267.49,2511800,        -26.88亿,-160.5,1,5879,1643,       2270.45亿,15.55,107.5,57.87,9.3,54.75,200,0,0,-0.68,1.35,-1.85,-0.75,-0.5,-2.49,0.69,-0.42,HKD,20240630,20070710,28.29,971.78,573.06,337.35,77.21,3.013,22.17,2.33,2.9,13.47,58.97
02888,渣打集团,       2256.30亿,-0.86,92.2,--  ,,165380,6500,0.05,0.01,0.4,93,93.9,91.8,1526.89,0,银行,2.26,-0.8,92.2,93,--  ,348.52,37800,        -19.58亿,-184.4,1,498,332,       2256.30亿,8.37,94.9,53.408,46.33,18.1,50,0,0,0,0.97,-1.29,-0.71,-0.86,-1.81,0.44,-0.15,HKD,20240630,20021031,24.47,8354.27,509.17,97.91,23.78,6.505,155.7,2.34,2.54,4.67,6.09
00016,新鸿基地产,       2215.35亿,-0.26,76.45,--  ,,2489979,657500,0.07,0.09,0.65,76.8,77.95,76.3,19117.78,0.07,地产,2.15,-0.2,76.45,76.65,--  ,6532.55,849500,         -5.80亿,-229.35,1,836,2978,       2215.35亿,11.63,89.3,62.5,-5.27,22.88,500,0,0,0.2,1.7,-0.46,0.18,-0.46,-1.92,0.2,-0.44,HKD,20240630,19720908,28.98,8180.94,6067.17,715.06,190.46,6.57,209.37,3.75,4.91,3.14,74.16
00762,中国联通,       2053.13亿,3.39,6.71,--  ,,110563288,1466000,-0.15,0.36,1.82,6.49,6.88,6.49,74275.13,0,电讯,6.01,0.22,6.71,6.49,--  ,7986.02,11920000,         67.32亿,0,1,8549,12933,       2053.13亿,8.94,7.8,4.033,49.68,52.09,2000,0,0,0,6.01,0,3.51,3.39,-2.47,3.39,-0.12,HKD,20240930,20000622,305.98,6704.27,0,2901.23,190.3,0.622,0,0.42,6.22,--  ,0
03328,交通银行,       2030.69亿,0.69,5.8,--  ,,24069772,1863000,-0.17,0.07,0.81,5.76,5.84,5.75,13967.69,-0.16,银行,1.56,0.04,5.8,5.76,--  ,7102.39,12238000,         29.71亿,-17.4,1,1661,14491,       4307.24亿,4.18,6.3,3.899,30.08,29.08,1000,0,0,0,1.39,-0.17,0.75,0.69,-0.68,0.87,-0.05,HKD,20240930,20050623,350.12,145947.08,11279.08,1964.11,686.9,0.931,16.84,0.41,7.09,6.09,7.73
00669,创科实业,       1914.72亿,-0.76,104.5,--  ,,2731792,542000,0.1,0.15,0.72,105.8,106.8,104,28608.43,0.1,家电及用品,2.66,-0.8,104.5,105.3,--  ,3824.54,365500,        -14.66亿,-418,1,1281,2133,       1914.72亿,23.35,122.4,72.69,14.85,31.83,500,0,0,0.47,1.42,-1.23,-0.54,-1.23,-2.15,0.48,-0.22,HKD,20240630,19901217,18.32,131.22,62.53,73.12,5.5,2.352,26.64,2.06,1.97,8.8,47.65
01024,快手－Ｗ,       1833.91亿,2.8,51.4,--  ,,37701008,1322100,-0.39,1.06,0.81,50,51.9,50,193351.45,-0.18,媒体及娱乐,3.8,1.4,51.4,50,--  ,45938.58,8950900,         60.39亿,-154.2,1,11443,3295,       2217.06亿,14.52,63.35,37.55,-2.93,70.12,100,0,0,0,3.8,0,2.57,2.8,-0.96,2.8,0.23,HKD,20240630,20210205,35.68,1197.99,564.25,603.83,80.98,2.049,14.25,0,0,14.35,47.1
00011,恒生银行,       1731.69亿,0.71,92,--  ,,1480099,238700,-0.11,0.08,0.71,91.35,93.35,91.35,13659.53,-0.21,银行,2.19,0.65,92,91.35,--  ,4715.39,510800,         12.23亿,-276,1,1345,1100,       1731.69亿,9.67,115.1,71.25,9.2,26.6,100,0,0,0,2.19,0,1.03,0.71,-1.45,0.71,-0.32,HKD,20240630,19720620,18.82,17084.53,1663.2,204.31,98.93,5.04,87.71,6.8,7.39,5.95,9.74
00066,港铁公司,       1696.26亿,-0.55,27.25,--  ,,2669238,475000,0.37,0.04,0.78,27.4,27.7,27.15,7295.34,0,旅游及消闲,2.01,-0.15,27.25,27.4,--  ,3134.79,1147000,         -9.34亿,-381.5,1,692,3857,       1696.26亿,17.58,30.65,21.74,-6,22.78,500,0,0,0,1.09,-0.91,-0.24,-0.55,-1.62,0.37,-0.31,HKD,20240630,20001005,62.25,3610.17,1783.5,292.71,60.44,0.97,28.69,1.31,4.81,3.39,49.4
01109,华润置地,       1686.47亿,-1.66,23.65,--  ,,18685712,961500,0.21,0.26,1.07,24.15,24.45,23.45,44408.53,0.21,地产,4.16,-0.4,23.65,24.05,--  ,8367.06,3518000,        -28.52亿,-70.95,1,5305,3522,       1686.47亿,5.45,32.3,18.56,-10.47,60.04,500,0,0,0.42,1.66,-2.49,-1.18,-2.07,-3.27,0.85,-0.49,HKD,20240630,19961108,71.31,12164.3,2665.16,791.27,102.53,1.578,40.95,1.59,6.7,3.85,21.91
03968,招商银行,       1675.68亿,-2.41,36.5,--  ,,24131396,2337000,0.14,0.53,1.61,37.5,37.85,36.4,89264.22,0.27,银行,3.88,-0.9,36.5,37.4,--  ,24914.47,6731000,       -226.98亿,-182.5,1,3654,6604,       9205.24亿,5.64,47.35,22.038,45.78,62.31,500,0,0,0.27,1.2,-2.67,-1.09,-2.67,-3.57,0.27,-1.31,HKD,20240930,20060922,45.91,116547.63,11525.27,2505.08,1131.84,4.89,50.68,2.16,5.92,9.82,9.89
00002,中电控股,       1664.93亿,0.92,65.9,--  ,,2278868,625000,-0.08,0.09,0.86,65.5,66.25,65.25,15009.89,-0.07,公用事业,1.53,0.6,65.9,65.3,--  ,3107.7,472000,         15.16亿,-395.4,1,894,2549,       1664.93亿,22.06,73.2,55.4,6.32,12.18,500,0,0,0.31,1.45,-0.08,0.88,0.61,-0.53,1,0.04,HKD,20240630,19800102,25.26,2343.43,1035.35,440.86,59.51,2.36,40.98,3.1,4.7,5.75,44.18
02378,保诚,       1662.69亿,3.33,62.05,--  ,,92666,2400,0.4,0,0.46,61.7,62.4,61.3,572.32,0.57,保险,1.83,2,62.05,60.05,--  ,91.17,14750,         53.59亿,-248.2,1,375,247,       1662.69亿,24.33,90.156,60.05,-27.64,25.86,50,0,0,2.75,3.91,2.08,2.89,0.57,-0.56,1.22,0.44,HKD,20240630,20100525,26.8,1746.87,161.71,10.71,1.2,0.344,45.94,1.64,2.65,0.74,9.26
00981,中芯国际,       1580.37亿,-0.56,26.4,--  ,,76069016,1231000,-0.19,1.27,0.4,26.55,27.15,26.2,203063.33,-0.18,半导体,3.58,-0.15,26.4,26.55,--  ,38762.28,14502500,        -11.96亿,-132,1,15546,4893,       2105.30亿,53.55,35.5,13.88,32.93,130.94,500,0,0,0,2.26,-1.32,0.54,-0.56,-2.76,0.76,-1.11,HKD,20240630,20040318,59.86,472.11,206.17,36.51,2.36,0.234,20.1,0,0,1.15,43.67
09633,农夫山泉,       1553.19亿,1.98,30.85,--  ,,9156488,473200,0.16,0.18,0.75,30.25,31.2,29.7,28071.1,0.16,食物饮品,4.96,0.6,30.85,30.25,--  ,12963.07,4230400,         67.48亿,0,1,4341,2109,       3469.54亿,24.96,47.98,23.55,-30.41,58.25,200,0,0,0,3.14,-1.82,1.35,1.98,-1.12,3.87,0.64,HKD,20240630,20200908,50.35,560.66,264.01,221.73,62.4,0.603,2.57,0.82,2.66,23.63,47.09
02015,理想汽车－Ｗ,       1546.32亿,2.04,87.55,--  ,,11131549,588600,-0.28,0.63,0.72,87.1,89.15,85.75,97790.48,-0.16,汽车,3.96,1.75,87.55,85.8,--  ,29496.68,3358700,         37.14亿,-262.65,1,10237,1087,       1857.83亿,16.47,182.9,68.65,-40.48,68.74,100,0,0,1.52,3.9,-0.06,2.39,0.52,-1.79,2.1,-0.35,HKD,20240630,20210812,17.66,1548.21,665.95,573.12,16.95,0.931,34.8,0,0,2.55,43.01
00001,长和,       1541.59亿,1.64,40.25,--  ,,6391399,721000,-0.12,0.17,1.02,39.9,40.85,39.65,25803.77,0,综合企业,3.03,0.65,40.25,39.6,--  ,5339.92,1323000,         24.90亿,-201.25,1,1785,3581,       1541.59亿,6.85,46.35,32.887,2.19,19.52,500,0,0,0.76,3.16,0.13,1.97,0.88,-1.47,1.51,-0.33,HKD,20240630,19721101,38.3,11384.87,5394.41,1364.51,102.05,2.66,140.85,2.46,6.12,1.89,47.38
01928,金沙中国有限公司,       1540.98亿,0.53,19.04,--  ,,11516976,1059200,-0.1,0.14,0.61,19.2,19.48,18.96,22021.88,0,旅游及消闲,2.75,0.1,19.04,18.94,--  ,6021.3,3148400,          8.09亿,-76.16,1,2082,5532,       1540.98亿,18.65,24.65,13.24,-16.67,60.91,400,0,0,1.37,2.85,0.11,0.96,-0.83,-2.26,0.42,-0.43,HKD,20240630,20091130,80.93,105.55,5.27,35.51,5.41,0.522,0.51,0,0,102.66,4.99
00688,中国海外发展,       1484.13亿,-1.88,13.56,--  ,,27015048,1923500,0,0.25,0.86,13.84,13.96,13.52,36853.47,0,地产,3.18,-0.26,13.56,13.82,--  ,9981.41,7315000,        -28.46亿,-40.68,1,3586,7533,       1484.13亿,5.95,18.58,9.35,4.23,69.6,500,0,0,0.14,1.01,-2.17,-1.3,-2.02,-2.87,0.3,-0.59,HKD,20240630,19920820,109.45,9129.47,3785.4,869.35,103.14,1.03,37.9,0.75,5.53,2.72,41.46
06160,百济神州,       1442.14亿,-1.13,113.9,--  ,,1104827,148500,0,0.09,0.55,115.5,117.6,113.5,12658.75,-0.25,药品及生科,3.56,-1.3,113.9,115.2,--  ,1740.32,151600,        -17.96亿,-113.9,1,2307,479,       1573.19亿,--  ,153,75.45,3.45,45.03,100,0,0,0.26,2.08,-1.48,-0.54,-1.39,-3.15,0.35,-0.59,HKD,20240930,20180808,12.66,58.31,34.36,26.82,-4.93,-2.797,19.34,0,0,-14.35,58.93
00027,银河娱乐,       1427.98亿,0.15,32.65,--  ,,8320887,740000,-0.15,0.19,0.56,32.65,33.15,32.1,27213.66,-0.14,旅游及消闲,3.22,0.05,32.65,32.6,--  ,3779.27,1156000,          2.19亿,-97.95,1,2359,3527,       1427.98亿,17.15,45.1,27.1,-23.98,59.14,1000,0,0,0.15,1.69,-1.53,0.32,0,-1.51,1.71,-0.17,HKD,20240630,19911007,43.74,915.94,738.35,214.71,43.87,1.003,16.88,0.8,2.45,5.94,80.61
09987,百胜中国,       1409.96亿,1.53,370.6,--  ,,418270,29500,-0.11,0.11,0.67,369.8,382.8,365.2,15635.74,-0.1,旅游及消闲,4.82,5.6,370.6,365,--  ,3213.04,86000,         21.31亿,0,1,1906,219,       1409.96亿,20.32,404.2,223.951,12.83,60.12,50,0,0,1.32,4.88,0.05,2.42,0.22,-3.19,1.48,-0.88,HKD,20240930,20200910,3.8,118.01,60.16,87.08,7.96,15.852,122.44,4.77,1.29,13.23,50.98
01038,长江基建集团,       1349.25亿,2.19,53.55,--  ,,1894902,231500,0.37,0.08,0.89,52,54.55,52,10161.02,0.47,公用事业,4.87,1.15,53.55,52.4,--  ,1846.78,343500,         28.98亿,-321.3,1,888,2134,       1349.25亿,16.66,58.15,34.88,31.8,18.78,500,0,0,-0.76,4.1,-0.76,2.3,2.98,-1.83,2.98,-0.11,HKD,20240630,19960717,25.2,1619.95,1213.87,190.9,43.11,1.71,48.18,2.57,4.8,3.55,74.93
00175,吉利汽车,       1327.16亿,-5.18,13.18,--  ,,173086960,5441000,0.15,1.72,1.81,13.8,13.86,12.5,225663,0.3,汽车,9.78,-0.72,13.18,13.9,--  ,40398.77,30890000,        -72.50亿,-144.98,1,17202,10062,       1327.16亿,6.88,15.54,7.013,57.61,75.33,1000,0,0,-0.72,-0.29,-10.07,-6.2,-4.49,-4.91,5.44,1.02,HKD,20240930,19730223,100.7,2156.94,920.84,1676.84,130.53,1.296,10.14,0.23,1.73,14.18,42.69
00012,恒基地产,       1205.51亿,0.2,24.9,--  ,,2040794,384000,0.2,0.04,0.7,24.85,25.15,24.75,5081.23,0.2,地产,1.61,0.05,24.9,24.85,--  ,1460.3,586000,          2.42亿,-99.6,1,541,3772,       1205.51亿,18.61,27.65,18.1,11.91,21.62,1000,0,0,0,1.21,-0.4,0.21,0.2,-0.99,0.61,0,HKD,20240630,19810723,48.41,5349.48,3224.34,117.62,31.74,0.66,66.6,1.8,7.23,0.98,60.27
01288,农业银行,       1168.08亿,0,3.8,--  ,,231331584,10760000,-0.52,0.75,1.36,3.84,3.85,3.8,88741.79,-0.51,银行,1.32,0,3.8,3.8,--  ,24798.39,64676000,          0.00亿,-3.8,1,5480,42214,      13299.36亿,4.3,4.09,2.477,37.85,30.59,1000,0,0,1.05,1.32,0,0.95,-1.04,-1.3,0,-0.95,HKD,20240930,20100716,307.39,435532.97,30037.22,5406.59,2143.72,0.621,9.52,0.25,6.67,7.14,6.9
00857,中国石油股份,       1154.11亿,0.18,5.47,--  ,,90249040,6480000,0,0.43,0.64,5.46,5.54,5.46,49602.68,0,石油天然气,1.47,0.01,5.47,5.46,--  ,10779.05,19612000,         18.30亿,0,1,3380,26701,      10011.25亿,5.52,8.36,4.237,17.21,35.54,2000,0,0,0,1.47,0,0.68,0.18,-1.26,0.18,-0.49,HKD,20240930,20000407,210.99,27767.02,14897.63,22562.79,1325.22,0.803,9.03,0.49,9.02,8.9,53.65
02628,中国人寿,       1142.96亿,-2.54,15.36,--  ,,50386040,3756000,-0.13,0.68,0.56,15.82,16,15.3,78216.59,-0.12,保险,4.44,-0.4,15.36,15.76,--  ,16763.99,10790000,       -113.06亿,-61.44,1,4584,10992,       4341.46亿,2.91,20.382,7.501,62.87,95.72,1000,0,0,0.38,1.52,-2.92,-1.5,-2.91,-4,0.39,-1.04,HKD,20240930,20031218,74.41,64815.54,5667.04,4271.8,1045.23,4.103,22.23,0.69,4.49,18.44,8.74
00992,联想集团,       1137.51亿,-1.82,9.17,--  ,,117774744,8964000,-0.54,0.95,2,9.3,9.52,9.17,109319.35,-0.1,资讯科技,3.75,-0.17,9.17,9.34,--  ,16076.98,17342000,        -21.09亿,-64.19,1,5329,22101,       1137.51亿,12.29,11.96,7.5,-13.65,53.24,2000,0,0,-0.43,1.93,-1.82,-0.67,-1.4,-3.68,0,-1.15,HKD,20240930,19940214,124.05,444.64,54.77,332.97,6.02,0.382,3.43,0.38,4.14,10.99,12.32
00003,香港中华煤气,       1123.32亿,0.5,6.02,--  ,,18666892,4266000,0,0.1,1.19,6.01,6.08,6,11254.48,0,公用事业,1.34,0.03,6.02,5.99,--  ,2875.67,4767000,          5.60亿,-132.44,1,1482,12596,       1123.32亿,20.44,6.63,4.9,6.93,16.51,1000,0,0,0.33,1.5,0.17,0.67,0.17,-0.99,0.33,-0.17,HKD,20240630,19600411,186.6,1602.45,572.69,274.96,30.4,0.163,3.07,0.35,5.81,5.31,35.74
01088,中国神华,       1123.01亿,5.06,33.25,--  ,,40038128,2080000,-0.45,1.19,1.73,31.8,33.8,31.7,131677.34,-0.59,煤炭,6.64,1.6,33.25,31.65,--  ,47324.81,14394000,        317.90亿,-33.25,1,7780,5146,       6606.28亿,9.41,38.3,21.859,37.06,40.89,500,0,0,0.47,6.79,0.16,3.92,4.56,-1.63,4.89,1.13,HKD,20240930,20050615,33.77,6523.6,4174.38,2538.99,505.69,2.823,23.3,2.49,7.49,12.11,63.99
01378,中国宏桥,       1110.53亿,1.74,11.72,--  ,,43384256,734000,0,0.46,1.16,11.8,12.08,11.66,51350,0,一般金属,3.65,0.2,11.72,11.52,--  ,13664.58,11526500,         18.95亿,0,1,7491,5792,       1110.53亿,5.55,14.35,4.29,112.7,63.73,500,0,0,2.43,4.86,1.22,2.75,-0.68,-2.98,0.51,-1.02,HKD,20240630,20110324,94.76,2137.08,997.72,735.92,91.55,1.058,11.54,1.22,10.41,9.18,46.69
01113,长实集团,       1104.18亿,0.96,31.55,--  ,,3890357,569000,-0.32,0.11,0.72,31.45,32,31.3,12316.46,-0.15,地产,2.24,0.3,31.55,31.25,--  ,1739.48,549000,         10.50亿,-94.65,1,1313,2963,       1104.18亿,7.07,38.09,28.61,-15.17,29.42,500,0,0,0.64,2.4,0.16,1.31,0.32,-1.41,0.8,-0.35,HKD,20240630,20150603,35,5044.59,3869.85,220.08,86.03,2.44,110.23,2.01,6.37,2.22,76.71
00006,电能实业,       1074.08亿,1.41,50.4,--  ,,2316476,354500,-0.1,0.11,0.77,49.7,50.95,49.5,11682.23,-0.09,公用事业,2.92,0.7,50.4,49.7,--  ,3053.3,604500,         14.92亿,-100.8,1,904,2562,       1074.08亿,17.75,55.35,36.48,18.78,15.25,500,0,0,0,2.52,-0.4,1.49,1.41,-1.08,1.82,-0.09,HKD,20240630,19760816,21.31,931.16,865.63,4.54,30.06,1.41,40.62,2.82,5.6,3.47,92.96
00386,中国石油化工股份,       1019.74亿,0,4.19,--  ,,144065408,27876000,0,0.59,1.01,4.19,4.25,4.18,60639.55,-0.47,石油天然气,1.67,0,4.19,4.19,--  ,12614.09,29910000,          0.00亿,-12.57,1,3831,37605,       5099.22亿,8.97,5.47,3.261,12.9,34.1,2000,0,0,0,1.43,-0.24,0.45,0,-1.41,0.24,-0.45,HKD,20240930,20001019,243.37,20976.33,8191.04,23665.41,442.47,0.406,7.46,0.38,9.04,5.4,39.05
03692,翰森制药,       1013.81亿,-0.93,17.08,--  ,,5087620,566000,-0.23,0.09,0.74,17.22,17.46,17.02,8719.8,-0.22,药品及生科,2.55,-0.16,17.08,17.24,--  ,886.01,516000,         -9.50亿,0,1,1157,4397,       1013.81亿,19.48,22.8,10.837,10.79,45.58,2000,0,0,-0.12,1.28,-1.28,-0.59,-0.81,-2.18,0.35,-0.34,HKD,20240630,20190614,59.36,316.72,279.03,65.06,27.26,0.504,5.15,0.34,2.01,9.77,88.1
01876,百威亚太,       1013.12亿,-0.39,7.65,--  ,,9223251,570500,-0.13,0.07,0.51,7.68,7.8,7.63,7103.52,-0.12,食物饮品,2.21,-0.03,7.65,7.68,--  ,1417.92,1841700,         -3.97亿,-7.65,1,2098,4396,       1013.12亿,18.16,15.847,7.63,-46.15,54.68,100,0,0,0,1.56,-0.65,0.29,-0.39,-1.92,0.26,-0.68,HKD,20240930,20190930,132.43,152.54,102.87,51.04,7.42,0.437,6.07,0.41,5.4,7.21,67.44
09992,泡泡玛特,       1009.22亿,5.03,75.15,--  ,,12372454,277200,-0.27,0.92,1.76,71.6,77.65,71.5,92208.15,-0.26,家电及用品,8.6,3.6,75.15,71.55,--  ,4043.5,540400,         48.35亿,-751.5,1,9190,1346,       1009.22亿,59.83,78,16.591,276.87,63.83,200,0,0,0.07,8.53,-0.07,4.18,4.96,-3.22,5.1,0.85,HKD,20240630,20201211,13.43,110.17,83.99,45.58,9.21,0.761,6.85,0.31,0.41,10.97,76.23
