code,name,流通市值,涨幅%,现价,买价,卖价,总量,现量,涨速%,换手%,量比,今开,最高,最低,总金额,2分钟涨%,细分行业,振幅%,涨跌,按盘价,昨收,冷静期,抛空额,抛空量,市值增减,资金流向,内外比,活跃度,笔均量,总市值,市盈(TTM),52周最高,52周最低,年初至今%,历史波动率%,每手,平衡价,平衡量,开盘%,最高%,最低%,均涨幅%,实体涨幅%,回头波%,攻击波%,现均差%,币种,财务更新,上市日期,H股(亿),总资产(亿),净资产(亿),营业收入(亿),净利润(亿),每股收益,每股净资,每股股息,股息率%,净益率%,权益比%
02018,瑞声科技,        355.36亿,0.68,29.65,--  ,,4418223,199500,-0.17,0.37,1.11,29.45,30.55,29.45,13227.66,-0.16,工业工程,3.74,0.2,29.65,29.45,--  ,3038.66,1014000,          2.40亿,-29.65,1,1196,3694,        355.36亿,28.6,36.8,16.18,28.35,68.01,500,0,0,0,3.74,0,1.63,0.68,-2.95,0.68,-0.95,HKD,20240630,20050809,11.98,440.73,222.39,112.47,5.37,0.504,20.33,0.1,0.34,2.41,50.46
01735,中环新能源,        348.06亿,1.6,8.24,--  ,,5275000,413000,0,0.12,0.96,8.12,8.35,8.12,4349.48,-0.11,工业工程,2.84,0.13,8.24,8.11,--  ,14.87,18000,          5.49亿,0,1,530,9953,        348.06亿,383.05,9.99,4.335,72.57,46.6,1000,0,0,0.12,2.96,0.12,1.69,1.48,-1.32,1.48,-0.09,HKD,20240630,20180329,42.24,43.81,8.33,25.32,0.41,0.01,0.2,0,0,4.88,19.02
00656,复星国际,        347.77亿,-0.93,4.25,--  ,,3118500,346500,-0.23,0.04,0.64,4.26,4.34,4.25,1335.87,-0.22,综合企业,2.1,-0.04,4.25,4.29,--  ,368.33,859000,         -3.27亿,0,1,891,3500,        347.77亿,41.6,6.23,3.83,-6.63,63.29,500,0,0,-0.7,1.17,-0.93,-0.14,-0.23,-2.07,0,-0.79,HKD,20240630,20070716,81.83,8218.88,1248.5,978.38,7.2,0.099,16.7,0.04,0.89,0.58,15.19
09863,零跑汽车,        346.65亿,-3.57,31.05,--  ,,6427018,104600,-0.32,0.58,0.65,32.55,32.55,30.9,20319.84,-0.31,汽车,5.12,-1.15,31.05,32.2,--  ,2247.75,711000,        -15.38亿,-124.2,1,3038,2116,        415.13亿,--  ,42.2,18.64,-13.03,56.26,100,0,0,1.09,1.09,-4.04,-1.82,-4.61,-4.61,0.49,-1.75,HKD,20240630,20220929,11.16,263.39,104.46,88.45,-22.12,-1.808,8.56,0,0,-21.17,39.66
00384,中国燃气,        346.36亿,-1.85,6.37,--  ,,13468400,503000,-0.16,0.25,1.26,6.5,6.55,6.36,8637,0,公用事业,2.93,-0.12,6.37,6.49,--  ,1364.01,2123000,         -6.52亿,0,1,12635,1066,        346.36亿,10.88,8.4,5.78,-11.65,46.79,200,0,0,0.15,0.92,-2,-1.19,-2,-2.75,0.16,-0.66,HKD,20240331,19951020,54.37,1486.98,539.28,814.1,31.85,0.59,9.92,0.5,7.85,5.91,36.27
03320,华润医药,        337.37亿,-0.92,5.37,--  ,,6340000,167000,-0.37,0.1,0.65,5.42,5.47,5.37,3429.37,-0.18,药品及生科,1.85,-0.05,5.37,5.42,--  ,378.71,700000,         -3.14亿,0,1,1274,4976,        337.37亿,8.29,7.11,4.19,10.28,54,500,0,0,0,0.92,-0.92,-0.2,-0.92,-1.83,0,-0.72,HKD,20240630,20161028,62.83,2663.59,483.66,1285.98,26.05,0.449,8.44,0.26,4.85,5.39,18.16
06818,中国光大银行,        335.99亿,-0.38,2.65,--  ,,8385002,658000,0,0.07,0.43,2.67,2.69,2.65,2239.16,-0.37,银行,1.5,-0.01,2.65,2.66,--  ,324.26,1212000,         -5.91亿,-5.3,1,1132,7407,       1565.77亿,3.36,2.98,1.94,24.39,41.45,1000,0,0,0.38,1.13,-0.38,0.41,-0.75,-1.49,0,-0.79,HKD,20240930,20131220,126.79,68847.43,5801.38,1024.86,384.14,0.632,10.89,0.19,7.15,6.62,8.43
01339,中国人民保险集团,        335.96亿,-0.77,3.85,--  ,,37578504,1900000,0,0.43,0.76,3.89,3.94,3.81,14569.07,0,保险,3.35,-0.03,3.85,3.88,--  ,1617.49,4155000,        -13.27亿,-3.85,1,1909,19685,       1702.62亿,4,4.94,2.069,72.72,80.3,1000,0,0,0.26,1.55,-1.8,-0.08,-1.03,-2.28,1.05,-0.7,HKD,20240930,20121207,87.26,17015.05,2676.61,4695.76,363.31,0.909,6.71,0.17,4.44,13.57,15.73
00008,电讯盈科,        333.64亿,0.23,4.31,--  ,,4409000,278000,0,0.06,1.17,4.3,4.34,4.29,1901.86,0,电讯,1.16,0.01,4.31,4.3,--  ,37.08,86000,          0.77亿,0,1,1164,3788,        333.64亿,--  ,4.49,3.447,14.1,17.58,1000,0,0,0,0.93,-0.23,0.33,0.23,-0.69,0.47,-0.09,HKD,20240630,19941018,77.41,959.76,58.71,176.98,-3.45,-0.06,0.76,0.38,8.87,-5.88,6.12
00412,山高控股,        331.07亿,0,5.5,--  ,,0,0,0,0,0,--  ,5.5,--  ,0,0,其他金融,0,0,5.5,5.5,--  ,--  ,--  ,          0.00亿,--  ,--  ,1,0,        331.07亿,--  ,7.97,5,-9.39,45.81,1000,0,0,--  ,--  ,--  ,0,--  ,--  ,--  ,--  ,HKD,20240630,19920415,60.19,788.42,-19.04,30.69,-3.94,-0.065,-0.32,0,0,--  ,-2.41
00659,新创建集团,        326.60亿,0.74,8.17,--  ,,588000,66000,0,0.01,0.67,8.15,8.25,8.13,480.19,0.12,综合企业,1.48,0.06,8.17,8.11,--  ,5.72,7000,          2.40亿,0,1,172,3419,        326.60亿,15.67,8.36,4.69,55.03,25.66,1000,0,0,0.49,1.73,0.25,0.72,0.25,-0.97,0.49,0.02,HKD,20240630,19970425,39.98,1550.84,388.96,264.22,20.84,0.56,9.73,2.09,25.58,5.36,25.08
00168,青岛啤酒股份,        325.24亿,0.51,49.65,--  ,,2365966,78000,-0.1,0.36,0.59,49.4,50.7,48.9,11822.58,0.1,食物饮品,3.64,0.25,49.65,49.4,--  ,2169.61,434000,          3.41亿,0,1,1084,2183,        677.32亿,13.59,67,39.36,-1.12,67.14,2000,0,0,0,2.63,-1.01,1.15,0.51,-2.07,1.53,-0.65,HKD,20240630,19930715,6.55,528.06,283.94,200.68,36.42,2.928,22.81,2.19,4.41,12.83,53.77
03606,福耀玻璃,        324.92亿,0.47,53.55,--  ,,1531622,154800,0,0.25,0.77,52.7,54.15,52.7,8203.23,0,汽车,2.72,0.25,53.55,53.3,--  ,130.64,24400,          6.52亿,0,1,1554,986,       1397.52亿,17.94,58.9,32.967,46.45,46.99,400,0,0,-1.13,1.59,-1.13,0.49,1.61,-1.11,1.61,-0.02,HKD,20240930,20150331,6.07,613.34,333.96,283.14,54.79,2.329,14.19,1.43,2.68,16.41,54.45
01882,海天国际,        323.99亿,-0.25,20.3,--  ,,1363764,130000,-0.49,0.09,0.64,20.7,20.75,20,2787.83,-0.48,工业工程,3.69,-0.05,20.3,20.35,--  ,309.1,151000,         -0.80亿,0,1,567,2405,        323.99亿,10.52,28.9,14.78,8.79,46.53,1000,0,0,1.72,1.97,-1.72,0.45,-1.93,-2.17,1.5,-0.7,HKD,20240630,20061222,15.96,303.29,192.9,80.18,15.21,1.041,13.24,0.66,3.25,7.88,63.6
01208,五矿资源,        320.21亿,3.53,2.64,--  ,,33132484,1336000,-0.38,0.27,0.62,2.59,2.69,2.57,8769.39,0,一般金属,4.71,0.09,2.64,2.55,--  ,1831.49,6920000,         10.92亿,-5.28,1,3739,8861,        320.21亿,46.01,3.97,1.96,10.07,67.12,4000,0,0,1.57,5.49,0.78,3.8,1.93,-1.86,2.72,-0.27,HKD,20240630,19941215,121.29,152.9,21.32,19.18,0.21,0.018,1.37,0,0,0.99,13.94
02333,长城汽车,        313.50亿,1.81,13.52,--  ,,24695868,666500,0,1.07,1.12,13.28,13.98,13.18,33648.29,0,汽车,6.02,0.24,13.52,13.28,--  ,6332.96,4644000,         20.51亿,-13.52,1,4721,5231,       1155.29亿,8.33,17.1,7.18,37.82,60.72,500,0,0,0,5.27,-0.75,2.54,1.81,-3.29,2.58,-0.73,HKD,20240930,20031215,23.19,2043.71,773.31,1422.54,104.28,1.364,10.04,0.33,2.44,13.49,37.84
00270,粤海投资,        311.85亿,0.21,4.77,--  ,,3789345,478000,-0.62,0.06,0.33,4.75,4.84,4.75,1818.09,-0.61,公用事业,1.89,0.01,4.77,4.76,--  ,591.81,1232000,          0.65亿,-4.77,1,457,8292,        311.85亿,10.37,5.91,2.927,-10.29,45.39,2000,0,0,-0.21,1.68,-0.21,0.8,0.42,-1.45,0.42,-0.59,HKD,20240630,19930108,65.38,1398.3,431.18,122.91,24.11,0.369,6.59,0.36,7.61,5.59,30.84
00220,统一企业中国,        310.99亿,1.41,7.2,--  ,,5424345,241000,-0.41,0.13,0.59,7.19,7.32,7.13,3921.16,0,食物饮品,2.68,0.1,7.2,7.1,--  ,1073.55,1483000,          4.32亿,-7.2,1,2236,2426,        310.99亿,15.97,8.31,3.834,41.63,31.6,1000,0,0,1.27,3.1,0.42,1.85,0.14,-1.64,0.98,-0.44,HKD,20240630,20071217,43.19,216.49,125.15,154.49,9.66,0.245,3.17,0.47,6.48,7.72,57.81
01818,招金矿业,        310.89亿,2.72,11.34,--  ,,10960500,221500,-0.35,0.4,0.79,11.1,11.46,10.96,12359.4,-0.17,黄金贵金属,4.53,0.3,11.34,11.04,--  ,4023.92,3561000,         10.21亿,0,1,2748,3989,        385.83亿,28.88,16.7,7.006,17.32,42.52,500,0,0,0.54,3.8,-0.72,2.15,2.16,-1.05,3.47,0.57,HKD,20240930,20061208,27.42,531.71,206.79,80.86,8.81,0.288,6.74,0.04,0.39,4.26,38.89
09880,优必选,        310.22亿,-3.3,99.5,--  ,,755100,3500,-0.5,0.24,0.46,102,105.1,99.5,7718.14,-0.39,软件服务,5.44,-3.4,99.5,102.9,--  ,--  ,--  ,        -14.44亿,0,1,1574,480,        422.50亿,--  ,328,69.8,9.52,112.62,50,0,0,-0.87,2.14,-3.3,-0.67,-2.45,-5.33,0,-2.63,HKD,20240630,20231229,3.12,43.85,16.44,4.87,-5.16,-1.348,4.31,0,0,-31.41,37.49
00522,ASMPT,        309.22亿,0.13,74.6,--  ,,1382652,94600,0.13,0.33,0.39,74.75,75.9,74.2,10357.76,0,半导体,2.28,0.1,74.6,74.5,--  ,1983.58,265000,          0.41亿,-149.2,1,2964,466,        309.22亿,76.36,118.65,67.47,1.68,39.1,100,0,0,0.34,1.88,-0.4,0.55,-0.2,-1.71,0.54,-0.42,HKD,20240630,19890103,4.15,242.78,154.33,64.81,3.15,0.76,37.23,1.13,1.51,2.04,63.57
00268,金蝶国际,        307.67亿,0.35,8.58,--  ,,33212290,915000,-0.58,0.93,1.11,8.56,9.05,8.56,29229.71,-0.34,软件服务,5.73,0.03,8.58,8.55,--  ,8831.82,10062000,          1.08亿,0,1,4034,8233,        307.67亿,--  ,12.88,5.26,-24.6,82.47,1000,0,0,0.12,5.85,0.12,2.94,0.23,-5.19,0.23,-2.58,HKD,20240630,20050720,35.86,130.43,79.47,28.7,-2.18,-0.067,2.42,0,0,-2.74,60.93
00392,北京控股,        306.95亿,-0.2,24.4,--  ,,1293000,32500,-0.2,0.1,0.66,24.5,24.85,24.35,3179.94,0.21,公用事业,2.04,-0.05,24.4,24.45,--  ,996.15,404500,         -0.63亿,0,1,678,1907,        306.95亿,6.3,30.3,20.53,-4.8,38.34,500,0,0,0.2,1.64,-0.41,0.6,-0.41,-1.81,0.21,-0.81,HKD,20240630,19970529,12.58,2161.46,835.91,423.25,31.49,2.739,72.8,1.52,6.23,3.77,38.67
01816,中广核电力,        305.88亿,1.86,2.74,--  ,,61588116,1631000,-0.36,0.55,0.99,2.69,2.77,2.69,16919.4,-0.35,公用事业,2.97,0.05,2.74,2.69,--  ,2322.18,8436000,         25.25亿,-2.74,1,4632,13296,       1383.66亿,11.22,3.65,1.707,41.47,52.33,1000,0,0,0,2.97,0,2.12,1.86,-1.08,1.86,-0.26,HKD,20240930,20141210,111.64,4215.05,1184.48,622.7,99.84,0.219,2.6,0.1,3.77,8.43,28.1
00101,恒隆地产,        303.76亿,-0.47,6.35,--  ,,9499383,847000,-0.16,0.2,0.93,6.38,6.45,6.32,6047.8,-0.3,地产,2.04,-0.03,6.35,6.38,--  ,1497.73,2352000,         -1.44亿,-6.35,1,1223,7767,        303.76亿,11.52,10.96,5.28,-37.5,50.23,1000,0,0,0,1.1,-0.94,-0.2,-0.47,-1.55,0.47,-0.27,HKD,20240630,19540101,47.84,2189.39,1319.79,61.14,10.61,0.23,28.01,0.72,11.34,0.8,60.28
00087,太古股份公司Ｂ,        299.64亿,1.95,10.44,--  ,,1060841,147500,-0.19,0.04,1.49,10.24,10.52,10.24,1107.6,0.19,综合企业,2.73,0.2,10.44,10.24,--  ,--  ,--  ,          5.74亿,-10.44,1,189,5613,        299.64亿,1.05,11.28,7.31,9.09,25.98,2500,0,0,0,2.73,0,1.92,1.95,-0.76,1.95,0.03,HKD,20240630,19730501,28.7,4557.32,2652.46,395.63,39.14,0.55,91.73,0.65,6.23,1.48,58.2
02268,药明合联,        299.27亿,0.6,24.95,--  ,,4369500,37000,0.2,0.36,0.3,25.05,26.25,24.5,11051.98,-0.19,药品及生科,7.06,0.15,24.95,24.8,--  ,1044.82,411000,          1.80亿,0,1,3118,1401,        299.27亿,45.65,34,12.08,-22.03,78.36,500,0,0,1.01,5.85,-1.21,1.99,-0.4,-4.95,1.84,-1.39,HKD,20240630,20231117,11.99,72.7,59.91,16.65,4.88,0.449,5.48,0,0,8.15,82.41
01128,永利澳门,        296.59亿,1.44,5.65,--  ,,4310124,160800,0.18,0.08,0.49,5.6,5.75,5.6,2442.38,0.18,旅游及消闲,2.69,0.08,5.65,5.57,--  ,974.47,1720000,          4.20亿,0,1,1141,3777,        296.59亿,11.08,8.3,4.74,-10.03,52.11,400,0,0,0.54,3.23,0.54,1.74,0.89,-1.74,0.89,-0.31,HKD,20240630,20091009,52.49,430.07,-145.48,147.34,15.92,0.3,-2.77,0.15,2.65,--  ,-33.83
00968,信义光能,        289.60亿,-2.15,3.19,--  ,,82292560,4308000,-0.62,0.91,0.92,3.28,3.32,3.18,26640.16,0,工业工程,4.29,-0.07,3.19,3.26,--  ,5231.54,16124000,         -6.35亿,-6.38,1,3252,25305,        289.60亿,6.09,6.57,2.73,-25.99,92.11,2000,0,0,0.61,1.84,-2.45,-0.71,-2.74,-3.92,0.31,-1.44,HKD,20240630,20131212,90.78,624.65,318.27,126.87,19.62,0.22,3.57,0.25,7.84,6.17,50.95
01908,建发国际集团,        276.76亿,-0.72,13.72,--  ,,838200,97000,0,0.04,0.43,13.8,14.06,13.52,1151.56,0,地产,3.91,-0.1,13.72,13.82,--  ,562.54,410000,         -2.02亿,0,1,260,3224,        276.76亿,5.47,19.58,9.94,-10.56,54.82,1000,0,0,-0.14,1.74,-2.17,-0.55,-0.58,-2.42,1.48,-0.17,HKD,20240630,20140526,20.17,4591.8,338.51,327.53,8.17,0.518,19.57,1.3,9.48,2.41,7.37
01347,华虹半导体,        274.53亿,-1.41,20.95,--  ,,20561000,213000,-0.48,1.57,0.41,21.25,21.6,20.85,43639.7,-0.23,半导体,3.53,-0.3,20.95,21.25,--  ,5356.3,2522000,         -5.15亿,0,1,3347,6143,        359.95亿,52.88,32.75,13.635,11.94,133.49,1000,0,0,0,1.65,-1.88,-0.12,-1.41,-3.01,0.48,-1.29,HKD,20240630,20141015,13.1,130.82,64.15,9.39,0.38,0.172,29.02,0.17,0.79,0.6,49.03
01099,国药控股,        271.05亿,-0.25,20.2,--  ,,9396164,452000,-0.49,0.7,0.72,20.2,20.65,20.1,19116.26,-0.48,药品及生科,2.72,-0.05,20.2,20.25,--  ,5202.12,2557600,         -1.56亿,-40.4,1,2394,3925,        630.37亿,6.85,23.65,16.02,3.62,46.11,400,0,0,-0.25,1.98,-0.74,0.46,0,-2.18,0.5,-0.71,HKD,20240930,20090923,13.42,4320.63,772.77,4424.23,52.79,1.874,27.46,0.96,4.73,6.83,17.89
01910,新秀丽,        270.94亿,3.7,19.08,--  ,,13844894,239700,0.21,0.97,0.93,18.4,19.34,18.4,26369.06,0.1,纺织服饰,5.11,0.68,19.08,18.4,--  ,5929.97,3108300,          9.66亿,0,1,6582,2103,        270.94亿,9.05,30.802,16.78,-23.53,39.14,300,0,0,0,5.11,0,3.36,3.7,-1.34,3.7,0.34,HKD,20240930,20110616,14.2,51.08,14.81,26.46,2.36,1.259,8.03,0.8,4.18,15.91,28.99
00914,海螺水泥,        267.07亿,-2.38,20.55,--  ,,3549714,389500,0,0.27,1.21,21.05,21.25,20.55,7377.06,-0.23,建筑,3.33,-0.5,20.55,21.05,--  ,3003.82,1446500,        -26.50亿,-41.1,1,1386,2561,       1089.01亿,13.43,26.6,14.126,20.98,58.5,500,0,0,0,0.95,-2.38,-1.27,-2.38,-3.29,0,-1.11,HKD,20240930,19971021,13,2520.91,1854.99,681.5,51.98,1.098,38.82,1.05,5.13,2.8,73.58
06881,中国银河,        266.49亿,-5.37,7.22,--  ,,56309328,994000,-0.14,1.53,0.75,7.68,7.72,7.2,41686.47,0,其他金融,6.82,-0.41,7.22,7.63,--  ,4228.4,5665500,        -44.83亿,-14.44,1,5472,10290,        789.46亿,8.56,11,3.289,85.66,135.39,500,0,0,0.66,1.18,-5.64,-2.98,-5.99,-6.48,0.28,-2.4,HKD,20240930,20130522,36.91,7479.18,1366.68,270.86,69.64,0.61,13.86,0.24,3.34,5.1,18.27
00772,阅文集团,        266.27亿,-0.19,26.15,--  ,,2102815,114000,-0.38,0.21,0.73,26.2,26.8,26.1,5543.2,-0.18,媒体及娱乐,2.67,-0.05,26.15,26.2,--  ,465.31,176200,         -0.51亿,-26.15,1,1497,1405,        266.27亿,25.8,36,20.4,-9.98,65.09,200,0,0,0,2.29,-0.38,0.61,-0.19,-2.43,0.19,-0.81,HKD,20240630,20171108,10.18,244.31,192.33,41.91,5.04,0.548,20.55,0,0,2.62,78.72
03908,中金公司,        264.62亿,-5.31,13.9,--  ,,35456300,658800,-0.29,1.86,0.8,14.68,14.86,13.8,50384.42,-0.13,其他金融,7.22,-0.78,13.9,14.68,--  ,6881.69,4807200,        -37.65亿,0,1,8095,4380,        670.99亿,13.58,24.552,7.712,24.5,155.13,400,0,0,0,1.23,-5.99,-3.2,-5.31,-6.46,0.72,-2.11,HKD,20240930,20151109,19.04,6553.8,1088.07,134.49,28.58,0.543,25,0.3,2.13,2.63,16.6
02602,万物云,        261.56亿,2.05,22.4,--  ,,1610300,5900,-0.22,0.14,0.84,22.05,22.9,21.3,3608.44,0,地产,7.29,0.45,22.4,21.95,--  ,893.95,398600,          5.25亿,0,1,1256,1282,        261.56亿,13.62,28.05,14.589,-0.74,58.37,100,0,0,0.46,4.33,-2.96,2.13,1.59,-2.18,5.16,-0.08,HKD,20240630,20220929,11.68,386.41,173.47,175.6,7.72,0.723,16.17,2.33,10.41,4.45,44.89
02556,迈富时,        261.03亿,-1.94,111,--  ,,240900,700,-0.36,0.1,0.98,113.4,115.2,110.2,2714.07,-0.26,软件服务,4.42,-2.2,111,113.2,--  ,--  ,--  ,         -5.17亿,0,1,1039,232,        261.03亿,--  ,127.6,45,146.67,88.44,100,0,0,0.18,1.77,-2.65,-0.47,-2.12,-3.65,0.73,-1.48,HKD,20240630,20240516,2.35,26.06,5.24,7.39,-8.2,-4.744,2.44,0,0,-156.65,20.09
00551,裕元集团,        255.44亿,-0.25,15.88,--  ,,4803850,269500,0,0.3,1.07,15.7,16.2,15.54,7679.54,0,纺织服饰,4.15,-0.04,15.88,15.92,--  ,768.12,481000,         -0.64亿,0,1,2463,1950,        255.44亿,7,17.48,6.22,110.61,52.79,500,0,0,-1.38,1.76,-2.39,0.41,1.15,-1.98,2.19,-0.66,HKD,20240930,19920702,16.09,72.06,42.58,60.75,3.32,0.206,20.63,1.1,6.93,7.79,59.1
01044,恒安国际,        253.98亿,0,22.3,--  ,,2070640,293000,-0.45,0.18,0.91,22.3,22.65,22.2,4645.9,-0.44,主要零售商,2.02,0,22.3,22.3,--  ,1070.01,476000,          0.00亿,0,1,790,2621,        253.98亿,7.69,28.75,21.015,-18.95,34.73,500,0,0,0,1.57,-0.45,0.61,0,-1.55,0.45,-0.61,HKD,20240630,19981208,11.39,464.3,208.48,118.36,14.09,1.352,20.06,1.54,6.88,6.76,44.9
00136,中国儒意,        253.84亿,1,2.03,--  ,,51644788,1756000,-0.98,0.41,0.98,2.03,2.09,1.97,10537.02,-0.97,媒体及娱乐,5.97,0.02,2.03,2.01,--  ,1147.51,5604000,          2.50亿,0,1,1171,44103,        253.84亿,27.59,2.49,1.29,17.34,47.1,4000,0,0,1,3.98,-1.99,1.54,0,-2.87,3.05,-0.55,HKD,20240630,19970925,125.05,189.99,122.84,18.4,-1.15,-0.011,1.08,0,0,-0.93,64.65
09899,云音乐,        250.02亿,1.58,115.6,--  ,,180600,1100,0.26,0.08,0.48,115.8,116.7,110.1,2056.14,0.17,媒体及娱乐,5.8,1.8,115.6,113.8,--  ,571.25,50950,          3.89亿,0,1,1036,174,        250.02亿,18.13,144.7,78.5,28.8,34.65,50,0,0,1.76,2.55,-3.25,-0.09,-0.17,-0.94,5,1.68,HKD,20240630,20211202,2.16,124.49,93.09,40.7,8.1,4.251,47.3,0,0,8.7,74.78
01336,新华保险,        249.22亿,-3.41,24.1,--  ,,15008200,348400,0,1.45,0.67,25.1,25.25,23.95,36664.74,0.42,保险,5.21,-0.85,24.1,24.95,--  ,8401.61,3440000,        -26.52亿,0,1,2873,5224,        751.81亿,3.39,35.011,10.939,75.93,126.53,100,0,0,0.6,1.2,-4.01,-2.08,-3.98,-4.55,0.63,-1.33,HKD,20240930,20111215,10.34,16670.28,910.39,1069.56,206.8,7.352,32.36,1.52,6.31,22.72,5.46
02357,中航科工,        245.94亿,-0.5,3.96,--  ,,18919930,343000,0,0.3,0.48,3.99,4.07,3.94,7560.25,0.25,工业工程,3.27,-0.02,3.96,3.98,--  ,1285.98,3224000,         -1.59亿,-7.92,1,1241,15246,        315.73亿,13.17,5.33,2.623,21.72,103.93,1000,0,0,0.25,2.26,-1.01,0.4,-0.75,-2.7,0.51,-0.9,HKD,20240630,20031030,62.11,1856.27,321.94,336.17,12.51,0.172,4.42,0.1,2.44,3.89,17.34
01548,金斯瑞生物科技,        244.84亿,6.28,11.5,--  ,,36246244,354000,-0.17,1.7,2.02,11.2,12.06,11.04,42121.53,-0.16,药品及生科,9.43,0.68,11.5,10.82,--  ,3004.96,2608000,         14.48亿,-103.5,1,4117,8804,        244.84亿,--  ,24.5,7.43,-42.09,61.18,2000,0,0,3.51,11.46,2.03,7.4,2.68,-4.64,4.17,-1.12,HKD,20240630,20151230,21.29,33.32,12.15,5.61,-1.75,-0.646,4.46,0,0,-14.41,36.46
01988,民生银行,        243.78亿,0.34,2.93,--  ,,17408620,1516500,0,0.21,0.91,2.94,2.98,2.93,5134.29,-0.33,银行,1.71,0.01,2.93,2.92,--  ,733.82,2486500,          4.38亿,-2.93,1,2029,8580,       1282.82亿,3.49,3.568,2.051,29.01,45.74,500,0,0,0.68,2.05,0.34,0.99,-0.34,-1.68,0,-0.65,HKD,20240930,20091126,83.2,76980.1,6328.89,1016.6,304.86,0.665,16.03,0.38,12.93,4.82,8.22
01918,融创中国,        240.01亿,-1.52,2.6,--  ,,292826624,2171000,0,3.17,0.41,2.67,2.73,2.57,77318.4,0,地产,6.06,-0.04,2.6,2.64,--  ,1588.02,5991000,         -3.69亿,-2.6,1,6991,41886,        240.01亿,--  ,5.51,0.87,73.33,217.8,1000,0,0,1.14,3.41,-2.65,0,-2.62,-4.76,1.17,-1.52,HKD,20240630,20101007,92.31,9619.7,479.63,342.8,-149.57,-1.961,6.1,0,0,-31.18,4.99
03900,绿城中国,        236.45亿,-1.06,9.33,--  ,,6658500,44000,0,0.26,0.39,9.42,9.54,9.15,6247,-0.2,地产,4.14,-0.1,9.33,9.43,--  ,1687.51,1799500,         -2.53亿,0,1,2128,3129,        236.45亿,8.1,11.72,4.468,24.77,71.75,500,0,0,-0.11,1.17,-2.97,-0.5,-0.96,-2.2,1.97,-0.56,HKD,20240630,20060713,25.34,5362.68,367.92,695.62,20.45,0.887,15.92,0.47,5.06,5.56,6.86
00123,越秀地产,        234.68亿,-1.69,5.83,--  ,,9592222,77000,-0.51,0.24,0.55,5.95,5.96,5.8,5633.74,-0.5,地产,2.7,-0.1,5.83,5.93,--  ,1204.63,2049000,         -4.03亿,0,1,1062,9032,        234.68亿,7.43,8.191,3.183,-3.2,86.12,1000,0,0,0.34,0.51,-2.19,-0.96,-2.02,-2.18,0.52,-0.73,HKD,20240630,19921215,40.25,4235.42,569.1,353.4,18.31,0.499,15.49,0.34,5.78,3.22,13.44
06837,海通证券,        231.85亿,-2.72,6.8,--  ,,23548610,837200,-0.44,0.69,0.97,7.02,7.11,6.8,16350.5,-0.28,其他金融,4.43,-0.19,6.8,6.99,--  ,2118.41,3036400,        -24.82亿,-27.2,1,1663,14160,        888.37亿,--  ,8.9,3.297,68.85,197.87,400,0,0,0.43,1.72,-2.72,-0.66,-3.13,-4.36,0,-2.06,HKD,20240930,20120427,34.1,6932.37,1612.29,128.99,-6.59,-0.055,13.69,0.14,2.1,-0.41,23.26
00013,和黄医药,        231.40亿,-0.19,26.55,--  ,,2233156,46000,-0.19,0.26,0.46,26.6,27.25,26.3,5990.06,-0.55,药品及生科,3.57,-0.05,26.55,26.6,--  ,1132.19,422000,         -0.44亿,0,1,1426,1566,        231.40亿,--  ,35.9,19,-7.49,48.3,500,0,0,0,2.44,-1.13,0.82,-0.19,-2.57,0.95,-1.01,HKD,20240630,20210630,8.72,12.61,7.4,3.06,0.26,0.234,6.63,0,0,3.49,58.7
03993,洛阳钼业,        230.11亿,-0.17,5.85,--  ,,22701792,903000,0,0.58,0.62,5.86,6.01,5.83,13420.84,0,一般金属,3.07,-0.01,5.85,5.86,--  ,635.27,1074000,         -2.16亿,0,1,2363,9607,       1263.56亿,8.09,8.49,3.56,42.67,56,3000,0,0,0,2.56,-0.51,0.89,-0.17,-2.66,0.34,-1.06,HKD,20240930,20070426,39.33,1817.25,641.25,1547.55,82.73,0.432,3.29,0.17,2.9,12.9,35.29
03360,远东宏信,        229.83亿,-0.19,5.32,--  ,,7738000,630000,0,0.18,1.37,5.4,5.42,5.3,4141.99,0,其他金融,2.25,-0.01,5.32,5.33,--  ,634.39,1184000,         -0.43亿,0,1,1149,6735,        229.83亿,3.97,6.28,4.367,5.21,35.38,1000,0,0,1.31,1.69,-0.56,0.43,-1.48,-1.85,0.38,-0.62,HKD,20240630,20110330,43.2,3616.42,481.94,181.06,20.85,0.537,12.22,0.75,14.1,4.33,13.33
06979,珍酒李渡,        229.41亿,-2.17,6.77,--  ,,9832200,18200,-0.15,0.29,0.92,6.92,7.08,6.75,6741.21,-0.14,食物饮品,4.77,-0.15,6.77,6.92,--  ,628.58,918400,         -5.08亿,0,1,1502,6546,        229.41亿,13.72,11.84,5.56,-29.77,93.31,200,0,0,0,2.31,-2.46,-0.91,-2.17,-4.38,0.3,-1.26,HKD,20240630,20230427,33.89,180.59,131.94,41.33,7.52,0.252,4.27,0.18,2.66,5.7,73.06
